payment_id,order_id,payment_type,payment_value
PAY02304,ORD02304,Card,9278
PAY02305,ORD02305,Card,9633
PAY02306,ORD02306,Card,5958
PAY02307,ORD02307,COD,9329
PAY02308,ORD02308,Wallet,5477
PAY02309,ORD02309,Wallet,6179
PAY02310,ORD02310,Wallet,794
PAY02311,ORD02311,Wallet,2286
PAY02312,ORD02312,Wallet,9475
PAY02313,ORD02313,COD,11080
PAY02314,ORD02314,UPI,5084
PAY02315,ORD02315,UPI,6732
PAY02316,ORD02316,UPI,7054
PAY02317,ORD02317,COD,11258
PAY02318,ORD02318,Card,5089
PAY02319,ORD02319,Wallet,10402
PAY02320,ORD02320,Card,10487
PAY02321,ORD02321,Card,3665
PAY02322,ORD02322,UPI,9594
PAY02323,ORD02323,Card,618
PAY02324,ORD02324,Wallet,10347
PAY02325,ORD02325,UPI,5410
PAY02326,ORD02326,COD,9432
PAY02327,ORD02327,Wallet,1227
PAY02328,ORD02328,Wallet,533
PAY02329,ORD02329,Wallet,3735
PAY02330,ORD02330,Wallet,8595
PAY02331,ORD02331,Wallet,8504
PAY02332,ORD02332,COD,9775
PAY02333,ORD02333,COD,8948
PAY02334,ORD02334,Card,7388
PAY02335,ORD02335,COD,3050
PAY02336,ORD02336,Wallet,5801
PAY02337,ORD02337,Card,1683
PAY02338,ORD02338,Wallet,1074
PAY02339,ORD02339,UPI,11732
PAY02340,ORD02340,COD,2304
PAY02341,ORD02341,Wallet,8413
PAY02342,ORD02342,Card,7714
PAY02343,ORD02343,UPI,4366
PAY02344,ORD02344,Card,10155
PAY02345,ORD02345,Wallet,4852
PAY02346,ORD02346,Card,5755
PAY02347,ORD02347,Card,4261
PAY02348,ORD02348,COD,2799
PAY02349,ORD02349,Card,10684
PAY02350,ORD02350,COD,8525
PAY02351,ORD02351,COD,5813
PAY02352,ORD02352,UPI,7652
PAY02353,ORD02353,Card,8352
PAY02354,ORD02354,Card,3349
PAY02355,ORD02355,Wallet,6535
PAY02356,ORD02356,Wallet,9919
PAY02357,ORD02357,UPI,4707
PAY02358,ORD02358,UPI,9421
PAY02359,ORD02359,Wallet,6397
PAY02360,ORD02360,COD,3119
PAY02361,ORD02361,Card,9791
PAY02362,ORD02362,UPI,3723
PAY02363,ORD02363,COD,8587
PAY02364,ORD02364,COD,5533
PAY02365,ORD02365,Card,4699
PAY02366,ORD02366,UPI,11146
PAY02367,ORD02367,Wallet,6665
PAY02368,ORD02368,COD,1670
PAY02369,ORD02369,COD,11235
PAY02370,ORD02370,UPI,1619
PAY02371,ORD02371,COD,5388
PAY02372,ORD02372,Wallet,3279
PAY02373,ORD02373,COD,3941
PAY02374,ORD02374,Wallet,2824
PAY02375,ORD02375,UPI,1600
PAY02376,ORD02376,Card,3892
PAY02377,ORD02377,Wallet,4218
PAY02378,ORD02378,COD,10109
PAY02379,ORD02379,Wallet,6803
PAY02380,ORD02380,Wallet,6141
PAY02381,ORD02381,Wallet,4713
PAY02382,ORD02382,Wallet,1346
PAY02383,ORD02383,UPI,5434
PAY02384,ORD02384,UPI,2266
PAY02385,ORD02385,COD,7907
PAY02386,ORD02386,COD,8015
PAY02387,ORD02387,Wallet,2772
PAY02388,ORD02388,UPI,587
PAY02389,ORD02389,Card,5536
PAY02390,ORD02390,Wallet,11728
PAY02391,ORD02391,UPI,2326
PAY02392,ORD02392,Wallet,2593
PAY02393,ORD02393,Card,7100
PAY02394,ORD02394,Wallet,5524
PAY02395,ORD02395,UPI,9623
PAY02396,ORD02396,Wallet,2065
PAY02397,ORD02397,UPI,9339
PAY02398,ORD02398,COD,8241
PAY02399,ORD02399,Card,5200
PAY02400,ORD02400,UPI,11438
PAY02401,ORD02401,Card,789
PAY02402,ORD02402,Wallet,11824
PAY02403,ORD02403,Wallet,7500
PAY02404,ORD02404,Wallet,9484
PAY02405,ORD02405,COD,9112
PAY02406,ORD02406,COD,5327
PAY02407,ORD02407,COD,7574
PAY02408,ORD02408,Wallet,1902
PAY02409,ORD02409,Card,2912
PAY02410,ORD02410,COD,3614
PAY02411,ORD02411,Card,8010
PAY02412,ORD02412,Card,1776
PAY02413,ORD02413,UPI,10741
PAY02414,ORD02414,Card,10373
PAY02415,ORD02415,Card,11032
PAY02416,ORD02416,Card,8841
PAY02417,ORD02417,UPI,11910
PAY02418,ORD02418,Wallet,2303
PAY02419,ORD02419,COD,10390
PAY02420,ORD02420,Card,7987
PAY02421,ORD02421,COD,10570
PAY02422,ORD02422,COD,574
PAY02423,ORD02423,COD,4299
PAY02424,ORD02424,Card,9948
PAY02425,ORD02425,Wallet,6936
PAY02426,ORD02426,COD,5900
PAY02427,ORD02427,Wallet,10035
PAY02428,ORD02428,Card,2522
PAY02429,ORD02429,COD,5129
PAY02430,ORD02430,Card,6784
PAY02431,ORD02431,Card,8661
PAY02432,ORD02432,UPI,4711
PAY02433,ORD02433,UPI,10814
PAY02434,ORD02434,COD,3348
PAY02435,ORD02435,Card,2950
PAY02436,ORD02436,Card,819
PAY02437,ORD02437,Wallet,8926
PAY02438,ORD02438,COD,8027
PAY02439,ORD02439,Card,9080
PAY02440,ORD02440,Wallet,3922
PAY02441,ORD02441,COD,10780
PAY02442,ORD02442,Card,9161
PAY02443,ORD02443,UPI,5384
PAY02444,ORD02444,COD,3381
PAY02445,ORD02445,Card,10752
PAY02446,ORD02446,Wallet,10939
PAY02447,ORD02447,UPI,11223
PAY02448,ORD02448,Card,1737
PAY02449,ORD02449,COD,4705
PAY02450,ORD02450,COD,7452
PAY02451,ORD02451,COD,2163
PAY02452,ORD02452,Card,5025
PAY02453,ORD02453,Card,10400
PAY02454,ORD02454,COD,2565
PAY02455,ORD02455,Wallet,9221
PAY02456,ORD02456,Card,10708
PAY02457,ORD02457,Card,3510
PAY02458,ORD02458,Wallet,4208
PAY02459,ORD02459,Card,3158
PAY02460,ORD02460,COD,2283
PAY02461,ORD02461,UPI,5722
PAY02462,ORD02462,Card,3899
PAY02463,ORD02463,Wallet,8534
PAY02464,ORD02464,UPI,5165
PAY02465,ORD02465,UPI,9484
PAY02466,ORD02466,UPI,3444
PAY02467,ORD02467,UPI,6528
PAY02468,ORD02468,Wallet,703
PAY02469,ORD02469,Wallet,8940
PAY02470,ORD02470,Card,8610
PAY02471,ORD02471,UPI,5099
PAY02472,ORD02472,UPI,4777
PAY02473,ORD02473,UPI,9583
PAY02474,ORD02474,COD,11870
PAY02475,ORD02475,UPI,6205
PAY02476,ORD02476,COD,4413
PAY02477,ORD02477,UPI,5356
PAY02478,ORD02478,UPI,792
PAY02479,ORD02479,Wallet,6458
PAY02480,ORD02480,Wallet,3469
PAY02481,ORD02481,Wallet,2942
PAY02482,ORD02482,COD,5630
PAY02483,ORD02483,Wallet,6895
PAY02484,ORD02484,UPI,7109
PAY02485,ORD02485,COD,10400
PAY02486,ORD02486,Card,7188
PAY02487,ORD02487,Card,4579
PAY02488,ORD02488,Wallet,6626
PAY02489,ORD02489,UPI,9886
PAY02490,ORD02490,COD,10601
PAY02491,ORD02491,COD,4437
PAY02492,ORD02492,UPI,9907
PAY02493,ORD02493,Wallet,7064
PAY02494,ORD02494,COD,6428
PAY02495,ORD02495,Wallet,1348
PAY02496,ORD02496,Card,7752
PAY02497,ORD02497,COD,11308
PAY02498,ORD02498,Wallet,8443
PAY02499,ORD02499,UPI,4236
PAY02500,ORD02500,Card,10542
PAY02501,ORD02501,UPI,621
PAY02502,ORD02502,COD,5421
PAY02503,ORD02503,COD,3156
PAY02504,ORD02504,COD,9856
PAY02505,ORD02505,UPI,2503
PAY02506,ORD02506,UPI,5927
PAY02507,ORD02507,UPI,7320
PAY02508,ORD02508,Card,6495
PAY02509,ORD02509,COD,8602
PAY02510,ORD02510,COD,6984
PAY02511,ORD02511,Card,2238
PAY02512,ORD02512,COD,1710
PAY02513,ORD02513,COD,4621
PAY02514,ORD02514,UPI,6601
PAY02515,ORD02515,Card,8516
PAY02516,ORD02516,COD,7743
PAY02517,ORD02517,UPI,11840
PAY02518,ORD02518,Wallet,1855
PAY02519,ORD02519,Wallet,2376
PAY02520,ORD02520,UPI,7030
PAY02521,ORD02521,UPI,3397
PAY02522,ORD02522,Wallet,2846
PAY02523,ORD02523,UPI,7119
PAY02524,ORD02524,UPI,5624
PAY02525,ORD02525,COD,10265
PAY02526,ORD02526,Card,4935
PAY02527,ORD02527,UPI,11871
PAY02528,ORD02528,Card,1547
PAY02529,ORD02529,Wallet,8736
PAY02530,ORD02530,Wallet,1932
PAY02531,ORD02531,Wallet,6061
PAY02532,ORD02532,COD,11941
PAY02533,ORD02533,Wallet,7085
PAY02534,ORD02534,UPI,6150
PAY02535,ORD02535,COD,1035
PAY02536,ORD02536,COD,4458
PAY02537,ORD02537,COD,7698
PAY02538,ORD02538,UPI,2462
PAY02539,ORD02539,Card,11090
PAY02540,ORD02540,Wallet,3160
PAY02541,ORD02541,UPI,5716
PAY02542,ORD02542,UPI,3452
PAY02543,ORD02543,Wallet,4358
PAY02544,ORD02544,Card,2753
PAY02545,ORD02545,UPI,7066
PAY02546,ORD02546,UPI,9956
PAY02547,ORD02547,Wallet,11675
PAY02548,ORD02548,UPI,7823
PAY02549,ORD02549,Card,8300
PAY02550,ORD02550,UPI,5193
PAY02551,ORD02551,Wallet,11772
PAY02552,ORD02552,Card,2361
PAY02553,ORD02553,Wallet,868
PAY02554,ORD02554,Card,1180
PAY02555,ORD02555,Card,1549
PAY02556,ORD02556,UPI,2623
PAY02557,ORD02557,Card,4756
PAY02558,ORD02558,COD,3580
PAY02559,ORD02559,Wallet,5704
PAY02560,ORD02560,COD,11643
PAY02561,ORD02561,COD,5648
PAY02562,ORD02562,Wallet,3585
PAY02563,ORD02563,COD,3440
PAY02564,ORD02564,Wallet,5236
PAY02565,ORD02565,UPI,11325
PAY02566,ORD02566,Card,5796
PAY02567,ORD02567,Card,2091
PAY02568,ORD02568,UPI,2451
PAY02569,ORD02569,COD,10049
PAY02570,ORD02570,COD,3611
PAY02571,ORD02571,COD,7064
PAY02572,ORD02572,Wallet,4960
PAY02573,ORD02573,UPI,11014
PAY02574,ORD02574,UPI,1202
PAY02575,ORD02575,Wallet,3730
PAY02576,ORD02576,COD,5911
PAY02577,ORD02577,Card,7175
PAY02578,ORD02578,Wallet,1889
PAY02579,ORD02579,COD,949
PAY02580,ORD02580,Wallet,3799
PAY02581,ORD02581,UPI,1242
PAY02582,ORD02582,UPI,6405
PAY02583,ORD02583,Wallet,9090
PAY02584,ORD02584,UPI,4501
PAY02585,ORD02585,COD,11662
PAY02586,ORD02586,Wallet,7350
PAY02587,ORD02587,Wallet,7283
PAY02588,ORD02588,Wallet,7210
PAY02589,ORD02589,COD,6982
PAY02590,ORD02590,Card,3748
PAY02591,ORD02591,UPI,11811
PAY02592,ORD02592,UPI,3184
PAY02593,ORD02593,Wallet,4683
PAY02594,ORD02594,Card,8175
PAY02595,ORD02595,Card,2170
PAY02596,ORD02596,COD,7850
PAY02597,ORD02597,COD,10495
PAY02598,ORD02598,COD,5639
PAY02599,ORD02599,UPI,11597
PAY02600,ORD02600,Wallet,7014
PAY02601,ORD02601,Wallet,6985
PAY02602,ORD02602,UPI,11943
PAY02603,ORD02603,COD,3536
PAY02604,ORD02604,Wallet,11502
PAY02605,ORD02605,UPI,1015
PAY02606,ORD02606,Wallet,9457
PAY02607,ORD02607,Card,8760
PAY02608,ORD02608,UPI,1715
PAY02609,ORD02609,COD,5196
PAY02610,ORD02610,Wallet,5487
PAY02611,ORD02611,COD,10365
PAY02612,ORD02612,COD,7106
PAY02613,ORD02613,Card,7459
PAY02614,ORD02614,Wallet,9286
PAY02615,ORD02615,COD,3768
PAY02616,ORD02616,UPI,2216
PAY02617,ORD02617,Card,3907
PAY02618,ORD02618,UPI,10605
PAY02619,ORD02619,Wallet,10754
PAY02620,ORD02620,COD,6858
PAY02621,ORD02621,Card,7015
PAY02622,ORD02622,COD,10246
PAY02623,ORD02623,Wallet,6370
PAY02624,ORD02624,Card,11904
PAY02625,ORD02625,COD,836
PAY02626,ORD02626,COD,5093
PAY02627,ORD02627,COD,11122
PAY02628,ORD02628,Card,2460
PAY02629,ORD02629,COD,7547
PAY02630,ORD02630,Wallet,8761
PAY02631,ORD02631,COD,11271
PAY02632,ORD02632,UPI,9477
PAY02633,ORD02633,UPI,3261
PAY02634,ORD02634,Wallet,2483
PAY02635,ORD02635,UPI,4078
PAY02636,ORD02636,Card,10638
PAY02637,ORD02637,COD,8305
PAY02638,ORD02638,Card,8615
PAY02639,ORD02639,UPI,9902
PAY02640,ORD02640,Wallet,1610
PAY02641,ORD02641,COD,9584
PAY02642,ORD02642,Wallet,1515
PAY02643,ORD02643,COD,11597
PAY02644,ORD02644,UPI,6468
PAY02645,ORD02645,COD,11683
PAY02646,ORD02646,Card,7448
PAY02647,ORD02647,Card,6380
PAY02648,ORD02648,COD,1790
PAY02649,ORD02649,UPI,7560
PAY02650,ORD02650,Card,11008
PAY02651,ORD02651,Card,6832
PAY02652,ORD02652,UPI,1057
PAY02653,ORD02653,COD,5704
PAY02654,ORD02654,UPI,2281
PAY02655,ORD02655,COD,8764
PAY02656,ORD02656,UPI,4118
PAY02657,ORD02657,UPI,4751
PAY02658,ORD02658,UPI,4365
PAY02659,ORD02659,COD,6527
PAY02660,ORD02660,Card,7521
PAY02661,ORD02661,UPI,11046
PAY02662,ORD02662,Card,7477
PAY02663,ORD02663,Wallet,1484
PAY02664,ORD02664,Wallet,1177
PAY02665,ORD02665,COD,10040
PAY02666,ORD02666,Card,11279
PAY02667,ORD02667,UPI,10854
PAY02668,ORD02668,COD,3643
PAY02669,ORD02669,Card,2061
PAY02670,ORD02670,Wallet,11379
PAY02671,ORD02671,UPI,7228
PAY02672,ORD02672,COD,10510
PAY02673,ORD02673,Card,7346
PAY02674,ORD02674,Wallet,3273
PAY02675,ORD02675,UPI,11659
PAY02676,ORD02676,COD,1842
PAY02677,ORD02677,Card,1718
PAY02678,ORD02678,UPI,3713
PAY02679,ORD02679,COD,2442
PAY02680,ORD02680,Card,7880
PAY02681,ORD02681,UPI,9056
PAY02682,ORD02682,Card,10038
PAY02683,ORD02683,COD,2314
PAY02684,ORD02684,Wallet,3719
PAY02685,ORD02685,Wallet,8721
PAY02686,ORD02686,COD,2067
PAY02687,ORD02687,Card,5548
PAY02688,ORD02688,UPI,11788
PAY02689,ORD02689,Card,9797
PAY02690,ORD02690,COD,6320
PAY02691,ORD02691,COD,10843
PAY02692,ORD02692,UPI,3951
PAY02693,ORD02693,Wallet,10739
PAY02694,ORD02694,Wallet,6179
PAY02695,ORD02695,Card,3002
PAY02696,ORD02696,Wallet,8653
PAY02697,ORD02697,COD,11955
PAY02698,ORD02698,Wallet,585
PAY02699,ORD02699,UPI,8112
PAY02700,ORD02700,Wallet,5052
PAY02701,ORD02701,UPI,5175
PAY02702,ORD02702,Card,3539
PAY02703,ORD02703,Card,10780
PAY02704,ORD02704,Wallet,8065
PAY02705,ORD02705,UPI,10043
PAY02706,ORD02706,UPI,6095
PAY02707,ORD02707,COD,4646
PAY02708,ORD02708,UPI,7804
PAY02709,ORD02709,Card,11329
PAY02710,ORD02710,Card,1892
PAY02711,ORD02711,Wallet,5192
PAY02712,ORD02712,Wallet,1183
PAY02713,ORD02713,COD,4734
PAY02714,ORD02714,UPI,8935
PAY02715,ORD02715,Card,7175
PAY02716,ORD02716,UPI,10451
PAY02717,ORD02717,UPI,6019
PAY02718,ORD02718,Card,7179
PAY02719,ORD02719,UPI,5198
PAY02720,ORD02720,COD,1746
PAY02721,ORD02721,UPI,7247
PAY02722,ORD02722,Wallet,6893
PAY02723,ORD02723,Card,5817
PAY02724,ORD02724,UPI,5383
PAY02725,ORD02725,COD,6195
PAY02726,ORD02726,Card,11656
PAY02727,ORD02727,COD,10675
PAY02728,ORD02728,COD,4395
PAY02729,ORD02729,UPI,7675
PAY02730,ORD02730,COD,8127
PAY02731,ORD02731,UPI,9050
PAY02732,ORD02732,UPI,4312
PAY02733,ORD02733,UPI,6660
PAY02734,ORD02734,UPI,3127
PAY02735,ORD02735,UPI,3391
PAY02736,ORD02736,COD,8786
PAY02737,ORD02737,Card,4635
PAY02738,ORD02738,Card,4026
PAY02739,ORD02739,UPI,9925
PAY02740,ORD02740,COD,7473
PAY02741,ORD02741,UPI,1257
PAY02742,ORD02742,Wallet,11490
PAY02743,ORD02743,COD,11499
PAY02744,ORD02744,Wallet,10088
PAY02745,ORD02745,Wallet,6335
PAY02746,ORD02746,Card,2108
PAY02747,ORD02747,UPI,970
PAY02748,ORD02748,Card,10094
PAY02749,ORD02749,UPI,3882
PAY02750,ORD02750,COD,6950
PAY02751,ORD02751,Wallet,597
PAY02752,ORD02752,COD,5580
PAY02753,ORD02753,UPI,10613
PAY02754,ORD02754,Card,8863
PAY02755,ORD02755,COD,7902
PAY02756,ORD02756,Card,2518
PAY02757,ORD02757,COD,9722
PAY02758,ORD02758,COD,9309
PAY02759,ORD02759,UPI,1732
PAY02760,ORD02760,UPI,4041
PAY02761,ORD02761,Card,7686
PAY02762,ORD02762,Wallet,10786
PAY02763,ORD02763,Card,1721
PAY02764,ORD02764,UPI,7446
PAY02765,ORD02765,Card,7178
PAY02766,ORD02766,UPI,2598
PAY02767,ORD02767,COD,2912
PAY02768,ORD02768,Wallet,832
PAY02769,ORD02769,Card,11662
PAY02770,ORD02770,COD,980
PAY02771,ORD02771,Card,11547
PAY02772,ORD02772,COD,11509
PAY02773,ORD02773,Card,5323
PAY02774,ORD02774,COD,2798
PAY02775,ORD02775,Wallet,10151
PAY02776,ORD02776,Wallet,8752
PAY02777,ORD02777,UPI,7546
PAY02778,ORD02778,Wallet,3985
PAY02779,ORD02779,UPI,2813
PAY02780,ORD02780,UPI,10981
PAY02781,ORD02781,Card,3912
PAY02782,ORD02782,UPI,11583
PAY02783,ORD02783,Wallet,5455
PAY02784,ORD02784,UPI,4297
PAY02785,ORD02785,Card,8901
PAY02786,ORD02786,Wallet,1010
PAY02787,ORD02787,Card,8021
PAY02788,ORD02788,COD,672
PAY02789,ORD02789,Card,5772
PAY02790,ORD02790,Wallet,10077
PAY02791,ORD02791,UPI,6424
PAY02792,ORD02792,COD,5779
PAY02793,ORD02793,UPI,4787
PAY02794,ORD02794,UPI,4977
PAY02795,ORD02795,Wallet,5475
PAY02796,ORD02796,Wallet,10942
PAY02797,ORD02797,Card,8555
PAY02798,ORD02798,COD,1494
PAY02799,ORD02799,UPI,7233
PAY02800,ORD02800,COD,7994
PAY02801,ORD02801,Card,3995
PAY02802,ORD02802,UPI,6854
PAY02803,ORD02803,COD,6486
PAY02804,ORD02804,Wallet,7388
PAY02805,ORD02805,Card,2018
PAY02806,ORD02806,Card,6733
PAY02807,ORD02807,UPI,3583
PAY02808,ORD02808,COD,1868
PAY02809,ORD02809,COD,5455
PAY02810,ORD02810,UPI,4553
PAY02811,ORD02811,Card,4899
PAY02812,ORD02812,COD,10746
PAY02813,ORD02813,Card,6183
PAY02814,ORD02814,COD,918
PAY02815,ORD02815,UPI,1100
PAY02816,ORD02816,COD,1642
PAY02817,ORD02817,UPI,7546
PAY02818,ORD02818,UPI,7895
PAY02819,ORD02819,Wallet,2139
PAY02820,ORD02820,COD,8849
PAY02821,ORD02821,COD,1999
PAY02822,ORD02822,Wallet,9541
PAY02823,ORD02823,COD,3829
PAY02824,ORD02824,UPI,5146
PAY02825,ORD02825,COD,591
PAY02826,ORD02826,UPI,1311
PAY02827,ORD02827,Wallet,7776
PAY02828,ORD02828,Wallet,8484
PAY02829,ORD02829,Wallet,3680
PAY02830,ORD02830,UPI,5619
PAY02831,ORD02831,Card,677
PAY02832,ORD02832,UPI,8194
PAY02833,ORD02833,UPI,2282
PAY02834,ORD02834,UPI,6926
PAY02835,ORD02835,Wallet,8749
PAY02836,ORD02836,Card,9163
PAY02837,ORD02837,Wallet,2780
PAY02838,ORD02838,COD,7999
PAY02839,ORD02839,Card,9447
PAY02840,ORD02840,Card,8946
PAY02841,ORD02841,COD,6073
PAY02842,ORD02842,Wallet,5937
PAY02843,ORD02843,UPI,2694
PAY02844,ORD02844,Card,4866
PAY02845,ORD02845,Wallet,10472
PAY02846,ORD02846,Wallet,9068
PAY02847,ORD02847,COD,1454
PAY02848,ORD02848,Card,5104
PAY02849,ORD02849,COD,7915
PAY02850,ORD02850,Wallet,10985
PAY02851,ORD02851,Wallet,8805
PAY02852,ORD02852,Wallet,11919
PAY02853,ORD02853,COD,10246
PAY02854,ORD02854,UPI,10257
PAY02855,ORD02855,Card,11167
PAY02856,ORD02856,COD,11392
PAY02857,ORD02857,Card,6836
PAY02858,ORD02858,COD,3327
PAY02859,ORD02859,UPI,6461
PAY02860,ORD02860,COD,11835
PAY02861,ORD02861,UPI,4869
PAY02862,ORD02862,Card,7901
PAY02863,ORD02863,COD,7774
PAY02864,ORD02864,UPI,1549
PAY02865,ORD02865,Card,8073
PAY02866,ORD02866,UPI,6727
PAY02867,ORD02867,UPI,3747
PAY02868,ORD02868,UPI,6815
PAY02869,ORD02869,UPI,4019
PAY02870,ORD02870,UPI,2386
PAY02871,ORD02871,COD,8880
PAY02872,ORD02872,Wallet,5820
PAY02873,ORD02873,COD,6783
PAY02874,ORD02874,Wallet,7964
PAY02875,ORD02875,Card,1098
PAY02876,ORD02876,UPI,7880
PAY02877,ORD02877,UPI,10846
PAY02878,ORD02878,Card,1256
PAY02879,ORD02879,UPI,4254
PAY02880,ORD02880,Card,11751
PAY02881,ORD02881,Card,5142
PAY02882,ORD02882,UPI,2977
PAY02883,ORD02883,Wallet,5171
PAY02884,ORD02884,COD,575
PAY02885,ORD02885,UPI,3886
PAY02886,ORD02886,Card,5548
PAY02887,ORD02887,Wallet,11564
PAY02888,ORD02888,Card,6900
PAY02889,ORD02889,UPI,9789
PAY02890,ORD02890,UPI,10057
PAY02891,ORD02891,COD,7998
PAY02892,ORD02892,COD,8251
PAY02893,ORD02893,Wallet,9797
PAY02894,ORD02894,COD,7907
PAY02895,ORD02895,UPI,9791
PAY02896,ORD02896,Wallet,8638
PAY02897,ORD02897,UPI,2873
PAY02898,ORD02898,Wallet,1183
PAY02899,ORD02899,Card,8237
PAY02900,ORD02900,UPI,1126
PAY02901,ORD02901,UPI,1843
PAY02902,ORD02902,UPI,7175
PAY02903,ORD02903,Wallet,3738
PAY02904,ORD02904,COD,8334
PAY02905,ORD02905,Wallet,5145
PAY02906,ORD02906,COD,3336
PAY02907,ORD02907,Wallet,1147
PAY02908,ORD02908,COD,2227
PAY02909,ORD02909,COD,11322
PAY02910,ORD02910,Card,3515
PAY02911,ORD02911,Card,9920
PAY02912,ORD02912,COD,8537
PAY02913,ORD02913,COD,6524
PAY02914,ORD02914,COD,3543
PAY02915,ORD02915,Wallet,4666
PAY02916,ORD02916,UPI,8111
PAY02917,ORD02917,UPI,5384
PAY02918,ORD02918,UPI,9598
PAY02919,ORD02919,UPI,7615
PAY02920,ORD02920,Card,2029
PAY02921,ORD02921,Wallet,3013
PAY02922,ORD02922,Card,9093
PAY02923,ORD02923,Card,4188
PAY02924,ORD02924,UPI,5604
PAY02925,ORD02925,UPI,567
PAY02926,ORD02926,Wallet,11078
PAY02927,ORD02927,COD,9371
PAY02928,ORD02928,COD,2260
PAY02929,ORD02929,Wallet,7306
PAY02930,ORD02930,UPI,2849
PAY02931,ORD02931,Card,600
PAY02932,ORD02932,COD,7533
PAY02933,ORD02933,COD,1717
PAY02934,ORD02934,Wallet,6520
PAY02935,ORD02935,Wallet,7012
PAY02936,ORD02936,Wallet,734
PAY02937,ORD02937,Wallet,11388
PAY02938,ORD02938,COD,7743
PAY02939,ORD02939,COD,6473
PAY02940,ORD02940,Wallet,1096
PAY02941,ORD02941,Wallet,7661
PAY02942,ORD02942,UPI,6126
PAY02943,ORD02943,COD,2689
PAY02944,ORD02944,Card,6686
PAY02945,ORD02945,Wallet,8334
PAY02946,ORD02946,Wallet,9593
PAY02947,ORD02947,Card,523
PAY02948,ORD02948,Card,9740
PAY02949,ORD02949,UPI,8373
PAY02950,ORD02950,COD,8380
PAY02951,ORD02951,UPI,11969
PAY02952,ORD02952,Wallet,11916
PAY02953,ORD02953,COD,3090
PAY02954,ORD02954,Card,5806
PAY02955,ORD02955,UPI,2383
PAY02956,ORD02956,Card,11244
PAY02957,ORD02957,Card,3297
PAY02958,ORD02958,Wallet,9455
PAY02959,ORD02959,Wallet,6100
PAY02960,ORD02960,UPI,10241
PAY02961,ORD02961,Wallet,11539
PAY02962,ORD02962,Card,7768
PAY02963,ORD02963,COD,2339
PAY02964,ORD02964,UPI,4349
PAY02965,ORD02965,UPI,6191
PAY02966,ORD02966,UPI,7857
PAY02967,ORD02967,COD,8402
PAY02968,ORD02968,Card,4399
PAY02969,ORD02969,Wallet,6400
PAY02970,ORD02970,UPI,4103
PAY02971,ORD02971,Wallet,3756
PAY02972,ORD02972,Card,8017
PAY02973,ORD02973,Wallet,10169
PAY02974,ORD02974,Card,4140
PAY02975,ORD02975,Wallet,1800
PAY02976,ORD02976,Wallet,1222
PAY02977,ORD02977,Card,8754
PAY02978,ORD02978,UPI,10505
PAY02979,ORD02979,COD,9634
PAY02980,ORD02980,COD,8863
PAY02981,ORD02981,Wallet,1528
PAY02982,ORD02982,Wallet,11342
PAY02983,ORD02983,Wallet,4546
PAY02984,ORD02984,Wallet,3433
PAY02985,ORD02985,Card,9167
PAY02986,ORD02986,COD,6710
PAY02987,ORD02987,Wallet,11031
PAY02988,ORD02988,COD,845
PAY02989,ORD02989,COD,4440
PAY02990,ORD02990,COD,8059
PAY02991,ORD02991,Wallet,4074
PAY02992,ORD02992,Card,9741
PAY02993,ORD02993,Wallet,11207
PAY02994,ORD02994,Wallet,6740
PAY02995,ORD02995,Wallet,2934
PAY02996,ORD02996,Card,4234
PAY02997,ORD02997,UPI,5440
PAY02998,ORD02998,Wallet,10013
PAY02999,ORD02999,UPI,9232
PAY03000,ORD03000,UPI,8089
PAY03001,ORD03001,Card,2749
PAY03002,ORD03002,Wallet,8948
PAY03003,ORD03003,UPI,3604
PAY03004,ORD03004,COD,2669
PAY03005,ORD03005,COD,8721
PAY03006,ORD03006,UPI,10495
PAY03007,ORD03007,COD,3483
PAY03008,ORD03008,Card,11676
PAY03009,ORD03009,COD,5333
PAY03010,ORD03010,Wallet,6866
PAY03011,ORD03011,UPI,8141
PAY03012,ORD03012,Wallet,8430
PAY03013,ORD03013,Wallet,11944
PAY03014,ORD03014,UPI,1853
PAY03015,ORD03015,Card,6828
PAY03016,ORD03016,COD,2689
PAY03017,ORD03017,Card,1417
PAY03018,ORD03018,COD,3971
PAY03019,ORD03019,Card,7088
PAY03020,ORD03020,UPI,7094
PAY03021,ORD03021,COD,1104
PAY03022,ORD03022,Card,8266
PAY03023,ORD03023,Wallet,10353
PAY03024,ORD03024,Wallet,6155
PAY03025,ORD03025,Wallet,2805
PAY03026,ORD03026,Wallet,4300
PAY03027,ORD03027,Card,10976
PAY03028,ORD03028,COD,10004
PAY03029,ORD03029,UPI,5734
PAY03030,ORD03030,Card,1092
PAY03031,ORD03031,UPI,7632
PAY03032,ORD03032,Wallet,8310
PAY03033,ORD03033,COD,2951
PAY03034,ORD03034,Card,880
PAY03035,ORD03035,COD,5218
PAY03036,ORD03036,Wallet,6108
PAY03037,ORD03037,Card,1276
PAY03038,ORD03038,Wallet,2087
PAY03039,ORD03039,Card,3462
PAY03040,ORD03040,UPI,7068
PAY03041,ORD03041,Card,9245
PAY03042,ORD03042,COD,1462
PAY03043,ORD03043,COD,11328
PAY03044,ORD03044,UPI,6181
PAY03045,ORD03045,Card,1779
PAY03046,ORD03046,UPI,6668
PAY03047,ORD03047,COD,8401
PAY03048,ORD03048,Wallet,2703
PAY03049,ORD03049,Wallet,10841
