review_id,order_id,rating,review_text
REV01975,ORD04228,5,Highly recommended
REV01976,ORD03005,5,Amazing quality
REV01977,ORD05321,5,Worth the price
REV01978,ORD01071,4,Excellent product and fast delivery
REV01979,ORD07843,4,Worth the price
REV01980,ORD04625,4,Very satisfied with purchase
REV01981,ORD09416,5,Highly recommended
REV01982,ORD06647,2,"Delivery delayed, disappointed"
REV01983,ORD05340,5,Excellent product and fast delivery
REV01984,ORD04950,4,Excellent product and fast delivery
REV01985,ORD09676,4,Amazing quality
REV01986,ORD03993,4,Highly recommended
REV01987,ORD06289,4,Amazing quality
REV01988,ORD09683,1,Poor quality product
REV01989,ORD09294,4,Amazing quality
REV01990,ORD03870,5,Highly recommended
REV01991,ORD09408,2,"Delivery delayed, disappointed"
REV01992,ORD09703,5,Excellent product and fast delivery
REV01993,ORD09095,4,Worth the price
REV01994,ORD02887,2,Poor packaging
REV01995,ORD01141,3,Poor packaging
REV01996,ORD06209,4,Highly recommended
REV01997,ORD01484,3,"Delivery delayed, disappointed"
REV01998,ORD09516,3,Poor quality product
REV01999,ORD02404,5,Excellent product and fast delivery
REV02000,ORD08705,5,Amazing quality
REV02001,ORD09469,3,Not worth the money
REV02002,ORD05188,4,Very satisfied with purchase
REV02003,ORD07123,3,Bad experience
REV02004,ORD01463,5,Worth the price
REV02005,ORD08363,4,Highly recommended
REV02006,ORD04820,4,Very satisfied with purchase
REV02007,ORD00871,1,Not worth the money
REV02008,ORD05886,1,Not worth the money
REV02009,ORD00511,2,Bad experience
REV02010,ORD06460,3,Not worth the money
REV02011,ORD06653,4,Amazing quality
REV02012,ORD03461,4,Highly recommended
REV02013,ORD02279,5,Amazing quality
REV02014,ORD05903,3,Poor packaging
REV02015,ORD04727,5,Very satisfied with purchase
REV02016,ORD02201,5,Very satisfied with purchase
REV02017,ORD02360,1,"Delivery delayed, disappointed"
REV02018,ORD07156,5,Amazing quality
REV02019,ORD01388,5,Very satisfied with purchase
REV02020,ORD07472,2,Poor packaging
REV02021,ORD06975,5,Highly recommended
REV02022,ORD08347,4,Amazing quality
REV02023,ORD06304,4,Amazing quality
REV02024,ORD06960,4,Very satisfied with purchase
REV02025,ORD08162,4,Highly recommended
REV02026,ORD08221,5,Very satisfied with purchase
REV02027,ORD09443,3,Not worth the money
REV02028,ORD09309,4,Excellent product and fast delivery
REV02029,ORD01855,4,Worth the price
REV02030,ORD02328,4,Excellent product and fast delivery
REV02031,ORD04579,5,Highly recommended
REV02032,ORD08575,4,Excellent product and fast delivery
REV02033,ORD04018,5,Excellent product and fast delivery
REV02034,ORD08835,4,Excellent product and fast delivery
REV02035,ORD00865,5,Worth the price
REV02036,ORD00177,5,Highly recommended
REV02037,ORD07688,4,Highly recommended
REV02038,ORD06898,4,Worth the price
REV02039,ORD04739,4,Worth the price
REV02040,ORD04982,2,Not worth the money
REV02041,ORD04268,5,Highly recommended
REV02042,ORD09473,1,Poor packaging
REV02043,ORD04781,2,"Delivery delayed, disappointed"
REV02044,ORD00448,5,Highly recommended
REV02045,ORD02078,3,"Delivery delayed, disappointed"
REV02046,ORD04130,4,Worth the price
REV02047,ORD04510,2,Bad experience
REV02048,ORD01828,5,Excellent product and fast delivery
REV02049,ORD02477,4,Highly recommended
REV02050,ORD02874,5,Worth the price
REV02051,ORD07945,3,Poor quality product
REV02052,ORD00543,3,Not worth the money
REV02053,ORD02377,3,"Delivery delayed, disappointed"
REV02054,ORD08126,4,Very satisfied with purchase
REV02055,ORD06278,5,Amazing quality
REV02056,ORD02741,3,Poor packaging
REV02057,ORD00891,3,Bad experience
REV02058,ORD00861,4,Excellent product and fast delivery
REV02059,ORD07803,2,Poor packaging
REV02060,ORD03829,3,Not worth the money
REV02061,ORD07776,4,Amazing quality
REV02062,ORD07123,3,Not worth the money
REV02063,ORD06259,1,Poor packaging
REV02064,ORD00673,5,Highly recommended
REV02065,ORD05798,2,Not worth the money
REV02066,ORD04467,5,Amazing quality
REV02067,ORD01611,3,Bad experience
REV02068,ORD06409,3,Not worth the money
REV02069,ORD09646,4,Very satisfied with purchase
REV02070,ORD05529,5,Highly recommended
REV02071,ORD05133,5,Very satisfied with purchase
REV02072,ORD01114,4,Excellent product and fast delivery
REV02073,ORD08606,1,"Delivery delayed, disappointed"
REV02074,ORD05760,2,Poor packaging
REV02075,ORD04128,3,Bad experience
REV02076,ORD01507,3,"Delivery delayed, disappointed"
REV02077,ORD03553,1,Not worth the money
REV02078,ORD01966,5,Excellent product and fast delivery
REV02079,ORD02129,2,Not worth the money
REV02080,ORD03028,4,Highly recommended
REV02081,ORD04151,5,Very satisfied with purchase
REV02082,ORD07430,3,"Delivery delayed, disappointed"
REV02083,ORD06996,5,Worth the price
REV02084,ORD04217,5,Worth the price
REV02085,ORD04544,2,"Delivery delayed, disappointed"
REV02086,ORD06367,5,Amazing quality
REV02087,ORD04231,3,"Delivery delayed, disappointed"
REV02088,ORD02916,5,Worth the price
REV02089,ORD03288,4,Amazing quality
REV02090,ORD08062,4,Very satisfied with purchase
REV02091,ORD07066,2,Not worth the money
REV02092,ORD07235,3,"Delivery delayed, disappointed"
REV02093,ORD00572,5,Excellent product and fast delivery
REV02094,ORD04106,1,Not worth the money
REV02095,ORD08155,5,Excellent product and fast delivery
REV02096,ORD00620,2,"Delivery delayed, disappointed"
REV02097,ORD02484,5,Worth the price
REV02098,ORD09415,5,Amazing quality
REV02099,ORD07834,1,Poor packaging
REV02100,ORD08850,4,Excellent product and fast delivery
REV02101,ORD07899,3,Poor packaging
REV02102,ORD05881,2,Not worth the money
REV02103,ORD06564,3,Bad experience
REV02104,ORD05986,1,"Delivery delayed, disappointed"
REV02105,ORD01319,4,Worth the price
REV02106,ORD03328,5,Worth the price
REV02107,ORD06295,2,"Delivery delayed, disappointed"
REV02108,ORD06392,5,Worth the price
REV02109,ORD07971,5,Worth the price
REV02110,ORD03105,2,Poor packaging
REV02111,ORD00416,2,Poor quality product
REV02112,ORD03908,5,Highly recommended
REV02113,ORD08857,4,Excellent product and fast delivery
REV02114,ORD08749,4,Amazing quality
REV02115,ORD00269,5,Amazing quality
REV02116,ORD05534,1,"Delivery delayed, disappointed"
REV02117,ORD06644,5,Excellent product and fast delivery
REV02118,ORD07510,2,Not worth the money
REV02119,ORD02441,5,Highly recommended
REV02120,ORD01181,5,Very satisfied with purchase
REV02121,ORD08011,1,Poor quality product
REV02122,ORD00751,5,Amazing quality
REV02123,ORD00236,3,Poor quality product
REV02124,ORD05036,2,"Delivery delayed, disappointed"
REV02125,ORD07475,5,Excellent product and fast delivery
REV02126,ORD01048,4,Highly recommended
REV02127,ORD01871,5,Excellent product and fast delivery
REV02128,ORD03614,4,Highly recommended
REV02129,ORD06984,1,Poor quality product
REV02130,ORD05313,3,Poor packaging
REV02131,ORD08944,2,Not worth the money
REV02132,ORD00747,2,Poor quality product
REV02133,ORD01036,4,Worth the price
REV02134,ORD06802,2,Poor quality product
REV02135,ORD09068,2,Bad experience
REV02136,ORD09536,2,Poor quality product
REV02137,ORD06163,1,"Delivery delayed, disappointed"
REV02138,ORD07979,5,Excellent product and fast delivery
REV02139,ORD02940,2,"Delivery delayed, disappointed"
REV02140,ORD04649,5,Highly recommended
REV02141,ORD02080,4,Amazing quality
REV02142,ORD08571,3,Bad experience
REV02143,ORD02860,4,Very satisfied with purchase
REV02144,ORD09770,4,Excellent product and fast delivery
REV02145,ORD01443,3,Poor packaging
REV02146,ORD05700,4,Worth the price
REV02147,ORD03861,4,Highly recommended
REV02148,ORD01568,3,Not worth the money
REV02149,ORD08316,4,Highly recommended
REV02150,ORD04529,3,Poor quality product
REV02151,ORD02445,1,"Delivery delayed, disappointed"
REV02152,ORD08152,5,Amazing quality
REV02153,ORD00886,2,"Delivery delayed, disappointed"
REV02154,ORD03434,4,Worth the price
REV02155,ORD07425,4,Worth the price
REV02156,ORD08805,1,"Delivery delayed, disappointed"
REV02157,ORD07948,2,"Delivery delayed, disappointed"
REV02158,ORD03856,4,Excellent product and fast delivery
REV02159,ORD09499,5,Highly recommended
REV02160,ORD05337,3,Poor quality product
REV02161,ORD05344,3,"Delivery delayed, disappointed"
REV02162,ORD06760,3,Poor quality product
REV02163,ORD03616,5,Amazing quality
REV02164,ORD07937,1,Not worth the money
REV02165,ORD02375,1,Poor packaging
REV02166,ORD07455,3,Not worth the money
REV02167,ORD02235,2,Bad experience
REV02168,ORD05876,4,Very satisfied with purchase
REV02169,ORD05504,5,Very satisfied with purchase
REV02170,ORD00978,2,Not worth the money
REV02171,ORD07628,3,"Delivery delayed, disappointed"
REV02172,ORD05630,4,Very satisfied with purchase
REV02173,ORD09890,3,Bad experience
REV02174,ORD02785,2,Not worth the money
REV02175,ORD03764,4,Highly recommended
REV02176,ORD08016,2,Not worth the money
REV02177,ORD09693,5,Very satisfied with purchase
REV02178,ORD04574,4,Amazing quality
REV02179,ORD04042,1,Poor packaging
REV02180,ORD09494,3,Poor packaging
REV02181,ORD02441,3,Not worth the money
REV02182,ORD06845,5,Excellent product and fast delivery
REV02183,ORD07712,5,Excellent product and fast delivery
REV02184,ORD00551,5,Highly recommended
REV02185,ORD07853,4,Amazing quality
REV02186,ORD07413,5,Excellent product and fast delivery
REV02187,ORD09151,4,Excellent product and fast delivery
REV02188,ORD03572,5,Amazing quality
REV02189,ORD03917,2,Bad experience
REV02190,ORD00261,4,Excellent product and fast delivery
REV02191,ORD02651,4,Worth the price
REV02192,ORD09563,5,Highly recommended
REV02193,ORD07599,1,Poor packaging
REV02194,ORD03031,5,Amazing quality
REV02195,ORD07608,5,Worth the price
REV02196,ORD01159,5,Excellent product and fast delivery
REV02197,ORD08699,4,Worth the price
REV02198,ORD04421,1,Poor packaging
REV02199,ORD08888,5,Highly recommended
REV02200,ORD01327,4,Very satisfied with purchase
REV02201,ORD00899,4,Worth the price
REV02202,ORD00845,4,Worth the price
REV02203,ORD07625,2,Bad experience
REV02204,ORD06004,4,Worth the price
REV02205,ORD01098,2,Not worth the money
REV02206,ORD02268,4,Very satisfied with purchase
REV02207,ORD08842,5,Very satisfied with purchase
REV02208,ORD09505,2,Poor packaging
REV02209,ORD03694,5,Very satisfied with purchase
REV02210,ORD08251,3,Bad experience
REV02211,ORD00893,5,Worth the price
REV02212,ORD07413,1,Bad experience
REV02213,ORD02011,4,Highly recommended
REV02214,ORD08731,4,Highly recommended
REV02215,ORD06032,5,Amazing quality
REV02216,ORD03086,5,Excellent product and fast delivery
REV02217,ORD01431,5,Amazing quality
REV02218,ORD04725,2,Poor quality product
REV02219,ORD01792,5,Excellent product and fast delivery
REV02220,ORD02425,2,"Delivery delayed, disappointed"
REV02221,ORD08531,4,Very satisfied with purchase
REV02222,ORD04804,5,Excellent product and fast delivery
REV02223,ORD02164,4,Highly recommended
REV02224,ORD07273,4,Amazing quality
REV02225,ORD04777,5,Excellent product and fast delivery
REV02226,ORD03807,3,"Delivery delayed, disappointed"
REV02227,ORD05504,5,Highly recommended
REV02228,ORD05347,4,Worth the price
REV02229,ORD08987,4,Highly recommended
REV02230,ORD09294,4,Worth the price
REV02231,ORD02814,2,Bad experience
REV02232,ORD07934,5,Very satisfied with purchase
REV02233,ORD00776,4,Worth the price
REV02234,ORD07470,2,Bad experience
REV02235,ORD02635,5,Highly recommended
REV02236,ORD02987,5,Worth the price
REV02237,ORD02642,5,Very satisfied with purchase
REV02238,ORD05188,3,"Delivery delayed, disappointed"
REV02239,ORD04267,4,Amazing quality
REV02240,ORD09216,4,Very satisfied with purchase
REV02241,ORD05634,5,Worth the price
REV02242,ORD08846,2,Poor packaging
REV02243,ORD04941,5,Highly recommended
REV02244,ORD06629,2,"Delivery delayed, disappointed"
REV02245,ORD07505,5,Very satisfied with purchase
REV02246,ORD00071,5,Very satisfied with purchase
REV02247,ORD08314,5,Highly recommended
REV02248,ORD07765,3,Bad experience
REV02249,ORD02410,5,Highly recommended
REV02250,ORD05550,5,Amazing quality
REV02251,ORD00657,5,Amazing quality
REV02252,ORD01915,2,Not worth the money
REV02253,ORD03611,3,Poor packaging
REV02254,ORD05348,4,Excellent product and fast delivery
REV02255,ORD09559,1,Poor quality product
REV02256,ORD03207,4,Worth the price
REV02257,ORD07299,1,Not worth the money
REV02258,ORD08386,5,Excellent product and fast delivery
REV02259,ORD05207,4,Amazing quality
REV02260,ORD00919,4,Highly recommended
REV02261,ORD06514,5,Worth the price
REV02262,ORD06057,2,Poor packaging
REV02263,ORD04664,4,Excellent product and fast delivery
REV02264,ORD07301,3,Bad experience
REV02265,ORD03534,5,Excellent product and fast delivery
REV02266,ORD06810,5,Amazing quality
REV02267,ORD02684,5,Worth the price
REV02268,ORD06787,5,Amazing quality
REV02269,ORD09797,2,Not worth the money
REV02270,ORD04969,2,Poor quality product
REV02271,ORD05496,4,Highly recommended
REV02272,ORD06157,1,Not worth the money
REV02273,ORD04479,2,Poor packaging
REV02274,ORD07572,4,Highly recommended
REV02275,ORD03265,5,Very satisfied with purchase
REV02276,ORD04743,3,Poor packaging
REV02277,ORD04948,4,Excellent product and fast delivery
REV02278,ORD08096,5,Worth the price
REV02279,ORD03679,4,Amazing quality
REV02280,ORD02524,1,"Delivery delayed, disappointed"
REV02281,ORD02035,3,Poor packaging
REV02282,ORD06835,5,Worth the price
REV02283,ORD00467,2,Poor quality product
REV02284,ORD08079,2,Bad experience
REV02285,ORD09813,5,Excellent product and fast delivery
REV02286,ORD07873,5,Highly recommended
REV02287,ORD07800,4,Worth the price
REV02288,ORD06115,5,Excellent product and fast delivery
REV02289,ORD00288,4,Highly recommended
REV02290,ORD09530,5,Very satisfied with purchase
REV02291,ORD07554,1,Bad experience
REV02292,ORD05856,5,Very satisfied with purchase
REV02293,ORD05918,2,Bad experience
REV02294,ORD00799,4,Worth the price
REV02295,ORD01259,3,Not worth the money
REV02296,ORD01549,4,Very satisfied with purchase
REV02297,ORD08909,4,Very satisfied with purchase
REV02298,ORD04933,3,Bad experience
REV02299,ORD01571,3,Bad experience
REV02300,ORD02355,4,Worth the price
REV02301,ORD04611,1,Not worth the money
REV02302,ORD06751,4,Amazing quality
REV02303,ORD01679,3,Poor quality product
REV02304,ORD03623,3,Not worth the money
REV02305,ORD08613,5,Highly recommended
REV02306,ORD01868,5,Highly recommended
REV02307,ORD01910,4,Excellent product and fast delivery
REV02308,ORD07857,5,Excellent product and fast delivery
REV02309,ORD02278,3,Bad experience
REV02310,ORD08571,5,Highly recommended
REV02311,ORD02822,5,Worth the price
REV02312,ORD01944,5,Excellent product and fast delivery
REV02313,ORD03713,3,Poor quality product
REV02314,ORD02134,3,Poor quality product
REV02315,ORD01831,5,Amazing quality
REV02316,ORD07066,1,Poor packaging
REV02317,ORD00538,1,"Delivery delayed, disappointed"
REV02318,ORD09719,5,Highly recommended
REV02319,ORD04146,1,"Delivery delayed, disappointed"
REV02320,ORD00169,1,Bad experience
REV02321,ORD09860,5,Excellent product and fast delivery
REV02322,ORD03028,3,Poor quality product
REV02323,ORD01488,5,Excellent product and fast delivery
REV02324,ORD09499,2,Bad experience
REV02325,ORD08203,3,Poor quality product
REV02326,ORD03963,5,Highly recommended
REV02327,ORD01624,4,Excellent product and fast delivery
REV02328,ORD08665,5,Excellent product and fast delivery
REV02329,ORD04618,3,Poor quality product
REV02330,ORD00071,2,Not worth the money
REV02331,ORD03507,5,Excellent product and fast delivery
REV02332,ORD06005,5,Amazing quality
REV02333,ORD07204,5,Very satisfied with purchase
REV02334,ORD02964,5,Excellent product and fast delivery
REV02335,ORD06949,5,Amazing quality
REV02336,ORD06678,3,Poor quality product
REV02337,ORD02026,2,Bad experience
REV02338,ORD02227,4,Highly recommended
REV02339,ORD04724,4,Worth the price
REV02340,ORD01348,4,Excellent product and fast delivery
REV02341,ORD06305,3,"Delivery delayed, disappointed"
REV02342,ORD05112,3,Not worth the money
REV02343,ORD03701,5,Amazing quality
REV02344,ORD07012,4,Worth the price
REV02345,ORD07794,3,"Delivery delayed, disappointed"
REV02346,ORD02938,5,Worth the price
REV02347,ORD01724,1,Poor packaging
REV02348,ORD01393,4,Highly recommended
REV02349,ORD06564,2,Poor packaging
REV02350,ORD02765,5,Excellent product and fast delivery
REV02351,ORD05549,1,Poor quality product
REV02352,ORD02012,3,Poor packaging
REV02353,ORD08178,3,Poor packaging
REV02354,ORD09727,3,Not worth the money
REV02355,ORD05835,3,Poor packaging
REV02356,ORD06627,4,Highly recommended
REV02357,ORD04570,5,Highly recommended
REV02358,ORD01771,2,Poor packaging
REV02359,ORD08148,2,Poor packaging
REV02360,ORD00487,3,Poor quality product
REV02361,ORD01118,2,"Delivery delayed, disappointed"
REV02362,ORD02935,4,Excellent product and fast delivery
REV02363,ORD02503,4,Worth the price
REV02364,ORD01579,3,Not worth the money
REV02365,ORD08065,5,Highly recommended
REV02366,ORD04810,5,Very satisfied with purchase
REV02367,ORD08271,5,Amazing quality
REV02368,ORD08857,3,Bad experience
REV02369,ORD07052,4,Excellent product and fast delivery
REV02370,ORD06286,5,Excellent product and fast delivery
REV02371,ORD07251,4,Amazing quality
REV02372,ORD02898,4,Excellent product and fast delivery
REV02373,ORD02690,4,Worth the price
REV02374,ORD05120,4,Very satisfied with purchase
REV02375,ORD01793,5,Amazing quality
REV02376,ORD09074,4,Amazing quality
REV02377,ORD07698,5,Highly recommended
REV02378,ORD08302,4,Very satisfied with purchase
REV02379,ORD08106,1,Bad experience
REV02380,ORD05780,4,Amazing quality
REV02381,ORD05251,5,Worth the price
REV02382,ORD00740,1,Not worth the money
REV02383,ORD05716,2,Bad experience
REV02384,ORD00441,5,Highly recommended
REV02385,ORD06236,5,Worth the price
REV02386,ORD05856,2,Bad experience
REV02387,ORD04002,4,Excellent product and fast delivery
REV02388,ORD09709,3,Bad experience
REV02389,ORD04996,2,"Delivery delayed, disappointed"
REV02390,ORD00323,2,Poor quality product
REV02391,ORD07552,4,Excellent product and fast delivery
REV02392,ORD09307,5,Amazing quality
REV02393,ORD04369,4,Amazing quality
REV02394,ORD09634,1,Poor packaging
REV02395,ORD06189,1,Bad experience
REV02396,ORD09381,4,Worth the price
REV02397,ORD01640,2,Poor packaging
REV02398,ORD05505,5,Very satisfied with purchase
REV02399,ORD02731,4,Worth the price
REV02400,ORD07144,4,Worth the price
REV02401,ORD08780,3,"Delivery delayed, disappointed"
REV02402,ORD00779,3,Bad experience
REV02403,ORD06587,3,Not worth the money
REV02404,ORD01507,5,Highly recommended
REV02405,ORD01553,5,Highly recommended
REV02406,ORD01103,4,Worth the price
REV02407,ORD07787,4,Highly recommended
REV02408,ORD01257,4,Worth the price
REV02409,ORD08269,5,Worth the price
REV02410,ORD08847,5,Amazing quality
REV02411,ORD06592,3,Poor packaging
REV02412,ORD07426,3,Not worth the money
REV02413,ORD02959,5,Highly recommended
REV02414,ORD03057,5,Highly recommended
REV02415,ORD07657,4,Very satisfied with purchase
REV02416,ORD07107,3,Not worth the money
REV02417,ORD08557,5,Excellent product and fast delivery
REV02418,ORD02421,3,Poor packaging
REV02419,ORD07134,3,Bad experience
REV02420,ORD03336,4,Excellent product and fast delivery
REV02421,ORD04703,5,Worth the price
REV02422,ORD09851,4,Worth the price
REV02423,ORD01861,3,Poor quality product
REV02424,ORD04024,2,"Delivery delayed, disappointed"
REV02425,ORD07605,5,Worth the price
REV02426,ORD06915,4,Amazing quality
REV02427,ORD03310,4,Excellent product and fast delivery
REV02428,ORD00478,2,Poor quality product
REV02429,ORD09023,3,Bad experience
REV02430,ORD07961,2,"Delivery delayed, disappointed"
REV02431,ORD01376,5,Excellent product and fast delivery
REV02432,ORD01042,3,Bad experience
REV02433,ORD05955,5,Amazing quality
REV02434,ORD06503,5,Excellent product and fast delivery
REV02435,ORD03868,5,Very satisfied with purchase
REV02436,ORD01977,2,Not worth the money
REV02437,ORD08606,4,Highly recommended
REV02438,ORD03901,3,"Delivery delayed, disappointed"
REV02439,ORD05396,4,Worth the price
REV02440,ORD03866,5,Amazing quality
REV02441,ORD02364,5,Very satisfied with purchase
REV02442,ORD04499,2,Poor quality product
REV02443,ORD09659,4,Worth the price
REV02444,ORD06140,1,Not worth the money
REV02445,ORD05186,5,Excellent product and fast delivery
REV02446,ORD04037,4,Amazing quality
REV02447,ORD05948,5,Very satisfied with purchase
REV02448,ORD05050,4,Worth the price
REV02449,ORD00571,1,Not worth the money
REV02450,ORD03927,5,Excellent product and fast delivery
REV02451,ORD05068,3,Poor packaging
REV02452,ORD02000,4,Worth the price
REV02453,ORD07249,4,Very satisfied with purchase
REV02454,ORD04187,4,Amazing quality
REV02455,ORD04873,3,Poor quality product
REV02456,ORD07191,3,Poor quality product
REV02457,ORD00556,4,Amazing quality
REV02458,ORD08056,3,"Delivery delayed, disappointed"
REV02459,ORD05452,4,Amazing quality
REV02460,ORD02628,5,Excellent product and fast delivery
REV02461,ORD01088,5,Highly recommended
REV02462,ORD08974,4,Highly recommended
REV02463,ORD00449,5,Amazing quality
REV02464,ORD07265,5,Very satisfied with purchase
REV02465,ORD00051,5,Very satisfied with purchase
REV02466,ORD05141,4,Worth the price
REV02467,ORD02586,4,Excellent product and fast delivery
REV02468,ORD09733,3,Poor quality product
REV02469,ORD07398,5,Worth the price
REV02470,ORD04271,4,Very satisfied with purchase
REV02471,ORD05368,2,Not worth the money
REV02472,ORD01383,5,Very satisfied with purchase
REV02473,ORD06448,4,Very satisfied with purchase
REV02474,ORD03678,5,Highly recommended
REV02475,ORD09151,1,"Delivery delayed, disappointed"
REV02476,ORD01458,4,Very satisfied with purchase
REV02477,ORD04290,5,Very satisfied with purchase
REV02478,ORD00816,5,Very satisfied with purchase
REV02479,ORD09837,4,Amazing quality
REV02480,ORD06029,3,"Delivery delayed, disappointed"
REV02481,ORD01923,2,Not worth the money
REV02482,ORD07130,1,Not worth the money
REV02483,ORD08097,5,Amazing quality
REV02484,ORD03122,2,Poor quality product
REV02485,ORD04718,5,Worth the price
REV02486,ORD02134,5,Amazing quality
REV02487,ORD09832,4,Very satisfied with purchase
REV02488,ORD03103,3,Bad experience
REV02489,ORD02392,4,Amazing quality
REV02490,ORD03859,1,Bad experience
REV02491,ORD06057,4,Very satisfied with purchase
REV02492,ORD01405,4,Amazing quality
REV02493,ORD05297,1,Poor quality product
REV02494,ORD03477,5,Amazing quality
REV02495,ORD09785,5,Amazing quality
REV02496,ORD09126,3,"Delivery delayed, disappointed"
REV02497,ORD03848,1,Bad experience
REV02498,ORD09935,4,Worth the price
REV02499,ORD00746,5,Highly recommended
REV02500,ORD06242,1,Not worth the money
REV02501,ORD06077,3,Poor packaging
REV02502,ORD00674,2,Not worth the money
REV02503,ORD02784,4,Worth the price
REV02504,ORD07670,4,Worth the price
REV02505,ORD08691,2,Bad experience
REV02506,ORD01915,4,Worth the price
REV02507,ORD08180,3,Poor quality product
REV02508,ORD05908,5,Worth the price
REV02509,ORD04313,5,Worth the price
REV02510,ORD08471,4,Worth the price
REV02511,ORD05170,3,Poor quality product
REV02512,ORD02479,5,Amazing quality
REV02513,ORD00872,4,Amazing quality
REV02514,ORD03767,3,"Delivery delayed, disappointed"
REV02515,ORD04264,3,Poor packaging
REV02516,ORD07151,2,Poor packaging
REV02517,ORD00669,2,Poor packaging
REV02518,ORD07950,4,Highly recommended
REV02519,ORD02426,4,Excellent product and fast delivery
REV02520,ORD03338,2,"Delivery delayed, disappointed"
REV02521,ORD02758,5,Very satisfied with purchase
REV02522,ORD09229,5,Worth the price
REV02523,ORD03480,5,Highly recommended
REV02524,ORD08619,4,Excellent product and fast delivery
REV02525,ORD06823,5,Very satisfied with purchase
REV02526,ORD08162,5,Very satisfied with purchase
REV02527,ORD00426,5,Worth the price
REV02528,ORD06459,3,"Delivery delayed, disappointed"
REV02529,ORD05301,4,Excellent product and fast delivery
REV02530,ORD07541,2,"Delivery delayed, disappointed"
REV02531,ORD07440,5,Amazing quality
REV02532,ORD09736,4,Worth the price
REV02533,ORD00719,5,Worth the price
REV02534,ORD05324,5,Amazing quality
REV02535,ORD02119,5,Highly recommended
REV02536,ORD04636,3,"Delivery delayed, disappointed"
REV02537,ORD01159,3,"Delivery delayed, disappointed"
REV02538,ORD06249,4,Highly recommended
REV02539,ORD02917,2,Bad experience
REV02540,ORD01462,3,Poor packaging
REV02541,ORD02670,1,Poor quality product
REV02542,ORD04669,4,Amazing quality
REV02543,ORD01976,4,Very satisfied with purchase
REV02544,ORD05081,3,Poor packaging
REV02545,ORD02152,5,Highly recommended
REV02546,ORD06021,4,Excellent product and fast delivery
REV02547,ORD07299,4,Amazing quality
REV02548,ORD04399,5,Amazing quality
REV02549,ORD01479,4,Amazing quality
REV02550,ORD03054,5,Worth the price
REV02551,ORD01523,4,Amazing quality
REV02552,ORD07595,1,Bad experience
REV02553,ORD08116,5,Very satisfied with purchase
REV02554,ORD01376,4,Highly recommended
REV02555,ORD01298,3,Poor packaging
REV02556,ORD04922,5,Amazing quality
REV02557,ORD04922,2,Poor quality product
REV02558,ORD07008,5,Highly recommended
REV02559,ORD09028,3,"Delivery delayed, disappointed"
REV02560,ORD08412,1,"Delivery delayed, disappointed"
REV02561,ORD06767,2,Poor packaging
REV02562,ORD04152,2,Not worth the money
REV02563,ORD01340,4,Highly recommended
REV02564,ORD01867,5,Excellent product and fast delivery
REV02565,ORD02942,5,Amazing quality
REV02566,ORD00742,5,Amazing quality
REV02567,ORD05144,2,Bad experience
REV02568,ORD07372,4,Amazing quality
REV02569,ORD05593,4,Worth the price
REV02570,ORD03459,5,Very satisfied with purchase
REV02571,ORD04249,3,Not worth the money
REV02572,ORD07108,5,Excellent product and fast delivery
REV02573,ORD06471,4,Excellent product and fast delivery
REV02574,ORD07818,2,Poor quality product
REV02575,ORD09862,4,Amazing quality
REV02576,ORD05911,5,Worth the price
REV02577,ORD04959,5,Amazing quality
REV02578,ORD00228,2,Poor quality product
REV02579,ORD03084,3,"Delivery delayed, disappointed"
REV02580,ORD07883,5,Very satisfied with purchase
REV02581,ORD07140,4,Very satisfied with purchase
REV02582,ORD03128,5,Highly recommended
REV02583,ORD02428,2,Poor packaging
REV02584,ORD01909,4,Excellent product and fast delivery
REV02585,ORD07296,2,Poor quality product
REV02586,ORD00322,5,Amazing quality
REV02587,ORD03976,5,Highly recommended
REV02588,ORD06419,3,Not worth the money
REV02589,ORD01683,1,"Delivery delayed, disappointed"
REV02590,ORD06811,4,Amazing quality
REV02591,ORD09763,5,Highly recommended
REV02592,ORD00607,5,Worth the price
REV02593,ORD08411,4,Amazing quality
REV02594,ORD07994,4,Highly recommended
REV02595,ORD08656,3,"Delivery delayed, disappointed"
REV02596,ORD05175,1,Not worth the money
REV02597,ORD06835,4,Worth the price
REV02598,ORD08107,5,Excellent product and fast delivery
REV02599,ORD07346,4,Worth the price
REV02600,ORD02644,5,Excellent product and fast delivery
REV02601,ORD07689,3,Poor quality product
REV02602,ORD08318,3,Poor quality product
REV02603,ORD09865,3,Bad experience
REV02604,ORD02149,5,Amazing quality
REV02605,ORD06830,5,Amazing quality
REV02606,ORD07739,5,Worth the price
REV02607,ORD03395,5,Very satisfied with purchase
REV02608,ORD07912,3,"Delivery delayed, disappointed"
REV02609,ORD02562,2,Poor quality product
REV02610,ORD06816,4,Excellent product and fast delivery
REV02611,ORD04976,5,Amazing quality
REV02612,ORD00771,3,Not worth the money
REV02613,ORD04274,5,Worth the price
REV02614,ORD02863,4,Very satisfied with purchase
REV02615,ORD00524,5,Highly recommended
REV02616,ORD07056,5,Worth the price
REV02617,ORD01978,2,Poor quality product
REV02618,ORD04225,4,Amazing quality
REV02619,ORD00765,5,Worth the price
REV02620,ORD04383,5,Highly recommended
REV02621,ORD09901,5,Highly recommended
REV02622,ORD07174,5,Excellent product and fast delivery
REV02623,ORD01735,5,Excellent product and fast delivery
REV02624,ORD01670,5,Highly recommended
