order_id,customer_id,order_date,order_status,city,state,country
ORD02290,CUST0475,2023-01-14,Delivered,Mumbai,Maharashtra,India
ORD02291,CUST1373,2024-08-12,Shipped,Chennai,Tamil Nadu,India
ORD02292,CUST1737,2022-06-26,Delivered,Chennai,Tamil Nadu,India
ORD02293,CUST1381,2024-07-03,Delivered,Chennai,Tamil Nadu,India
ORD02294,CUST1864,2022-05-17,Shipped,Chennai,Tamil Nadu,India
ORD02295,CUST2006,2023-01-10,Delivered,Mumbai,Maharashtra,India
ORD02296,CUST1034,2022-06-20,Delivered,Mumbai,Maharashtra,India
ORD02297,CUST0097,2024-06-10,Shipped,Mumbai,Maharashtra,India
ORD02298,CUST0072,2022-05-10,Delivered,Chennai,Tamil Nadu,India
ORD02299,CUST0458,2023-06-21,Delivered,Mumbai,Maharashtra,India
ORD02300,CUST2192,2023-12-08,Delivered,Bangalore,Karnataka,India
ORD02301,CUST1766,2024-03-05,Delivered,Calicut,Kerala,India
ORD02302,CUST2145,2023-06-23,Delivered,Bangalore,Karnataka,India
ORD02303,CUST0157,2022-08-03,Delivered,Chennai,Tamil Nadu,India
ORD02304,CUST1565,2024-10-26,Cancelled,Kochi,Kerala,India
ORD02305,CUST0092,2024-12-10,Delivered,Chennai,Tamil Nadu,India
ORD02306,CUST1776,2024-12-03,Shipped,Kochi,Kerala,India
ORD02307,CUST2106,2024-04-09,Returned,Calicut,Kerala,India
ORD02308,CUST2349,2024-04-26,Delivered,Chennai,Tamil Nadu,India
ORD02309,CUST0761,2023-04-09,Shipped,Mumbai,Maharashtra,India
ORD02310,CUST0743,2024-09-02,Delivered,Bangalore,Karnataka,India
ORD02311,CUST1698,2022-05-14,Delivered,Bangalore,Karnataka,India
ORD02312,CUST1304,2023-05-15,Delivered,Kochi,Kerala,India
ORD02313,CUST0906,2022-04-01,Shipped,Calicut,Kerala,India
ORD02314,CUST1724,2024-12-27,Delivered,Calicut,Kerala,India
ORD02315,CUST2285,2024-06-13,Delivered,Chennai,Tamil Nadu,India
ORD02316,CUST1821,2023-06-11,Delivered,Calicut,Kerala,India
ORD02317,CUST0697,2024-08-16,Delivered,Kochi,Kerala,India
ORD02318,CUST2341,2023-05-02,Delivered,Mumbai,Maharashtra,India
ORD02319,CUST2170,2023-11-03,Delivered,Calicut,Kerala,India
ORD02320,CUST1915,2023-05-25,Delivered,Bangalore,Karnataka,India
ORD02321,CUST1441,2024-03-19,Delivered,Calicut,Kerala,India
ORD02322,CUST1163,2023-07-25,Delivered,Chennai,Tamil Nadu,India
ORD02323,CUST0540,2022-12-13,Cancelled,Chennai,Tamil Nadu,India
ORD02324,CUST0866,2022-10-04,Delivered,Mumbai,Maharashtra,India
ORD02325,CUST1442,2024-10-13,Delivered,Calicut,Kerala,India
ORD02326,CUST1488,2024-07-09,Delivered,Kochi,Kerala,India
ORD02327,CUST2058,2024-11-25,Delivered,Calicut,Kerala,India
ORD02328,CUST2027,2023-09-08,Cancelled,Chennai,Tamil Nadu,India
ORD02329,CUST0728,2023-05-06,Cancelled,Mumbai,Maharashtra,India
ORD02330,CUST1901,2022-05-18,Shipped,Mumbai,Maharashtra,India
ORD02331,CUST1714,2023-11-19,Delivered,Kochi,Kerala,India
ORD02332,CUST0568,2024-04-01,Delivered,Mumbai,Maharashtra,India
ORD02333,CUST1675,2022-10-20,Delivered,Chennai,Tamil Nadu,India
ORD02334,CUST1933,2024-06-08,Delivered,Calicut,Kerala,India
ORD02335,CUST1595,2022-06-24,Delivered,Calicut,Kerala,India
ORD02336,CUST1876,2022-09-28,Cancelled,Chennai,Tamil Nadu,India
ORD02337,CUST0819,2022-12-16,Returned,Bangalore,Karnataka,India
ORD02338,CUST0848,2023-03-03,Cancelled,Bangalore,Karnataka,India
ORD02339,CUST1818,2023-08-08,Delivered,Chennai,Tamil Nadu,India
ORD02340,CUST2475,2023-03-17,Delivered,Kochi,Kerala,India
ORD02341,CUST0287,2022-03-15,Shipped,Bangalore,Karnataka,India
ORD02342,CUST1926,2023-12-28,Delivered,Calicut,Kerala,India
ORD02343,CUST2201,2023-02-09,Cancelled,Mumbai,Maharashtra,India
ORD02344,CUST1797,2024-12-18,Shipped,Calicut,Kerala,India
ORD02345,CUST1637,2024-11-25,Delivered,Mumbai,Maharashtra,India
ORD02346,CUST0598,2023-11-26,Delivered,Chennai,Tamil Nadu,India
ORD02347,CUST1692,2022-10-24,Delivered,Bangalore,Karnataka,India
ORD02348,CUST1084,2022-03-26,Delivered,Bangalore,Karnataka,India
ORD02349,CUST2014,2024-06-23,Delivered,Calicut,Kerala,India
ORD02350,CUST1355,2023-05-10,Delivered,Kochi,Kerala,India
ORD02351,CUST0607,2024-11-02,Shipped,Mumbai,Maharashtra,India
ORD02352,CUST2309,2022-05-08,Cancelled,Chennai,Tamil Nadu,India
ORD02353,CUST1947,2022-12-19,Delivered,Bangalore,Karnataka,India
ORD02354,CUST1198,2024-12-05,Delivered,Mumbai,Maharashtra,India
ORD02355,CUST0867,2024-05-08,Delivered,Mumbai,Maharashtra,India
ORD02356,CUST1492,2022-05-19,Delivered,Chennai,Tamil Nadu,India
ORD02357,CUST0698,2024-12-13,Delivered,Chennai,Tamil Nadu,India
ORD02358,CUST1988,2023-12-17,Delivered,Bangalore,Karnataka,India
ORD02359,CUST1556,2023-09-06,Delivered,Kochi,Kerala,India
ORD02360,CUST0919,2023-11-08,Delivered,Calicut,Kerala,India
ORD02361,CUST0490,2024-05-25,Shipped,Kochi,Kerala,India
ORD02362,CUST0050,2023-06-15,Delivered,Kochi,Kerala,India
ORD02363,CUST0135,2024-04-07,Delivered,Chennai,Tamil Nadu,India
ORD02364,CUST2191,2024-11-03,Delivered,Mumbai,Maharashtra,India
ORD02365,CUST1016,2022-02-15,Delivered,Chennai,Tamil Nadu,India
ORD02366,CUST1004,2024-05-06,Delivered,Kochi,Kerala,India
ORD02367,CUST1089,2022-12-02,Returned,Kochi,Kerala,India
ORD02368,CUST0261,2022-05-24,Delivered,Chennai,Tamil Nadu,India
ORD02369,CUST1000,2023-09-02,Delivered,Kochi,Kerala,India
ORD02370,CUST0210,2022-10-18,Cancelled,Chennai,Tamil Nadu,India
ORD02371,CUST0809,2022-11-15,Delivered,Bangalore,Karnataka,India
ORD02372,CUST1229,2024-09-07,Delivered,Calicut,Kerala,India
ORD02373,CUST0457,2024-01-14,Cancelled,Chennai,Tamil Nadu,India
ORD02374,CUST0003,2024-12-25,Delivered,Mumbai,Maharashtra,India
ORD02375,CUST0724,2024-07-09,Delivered,Bangalore,Karnataka,India
ORD02376,CUST1228,2023-09-17,Delivered,Bangalore,Karnataka,India
ORD02377,CUST2299,2022-09-11,Delivered,Bangalore,Karnataka,India
ORD02378,CUST0747,2024-05-15,Delivered,Chennai,Tamil Nadu,India
ORD02379,CUST0669,2023-01-17,Delivered,Mumbai,Maharashtra,India
ORD02380,CUST1816,2023-02-22,Delivered,Kochi,Kerala,India
ORD02381,CUST0950,2022-11-07,Shipped,Bangalore,Karnataka,India
ORD02382,CUST2173,2024-05-10,Delivered,Kochi,Kerala,India
ORD02383,CUST0862,2024-02-10,Cancelled,Mumbai,Maharashtra,India
ORD02384,CUST0704,2022-10-25,Delivered,Chennai,Tamil Nadu,India
ORD02385,CUST2439,2023-10-17,Returned,Kochi,Kerala,India
ORD02386,CUST1519,2023-11-28,Shipped,Mumbai,Maharashtra,India
ORD02387,CUST1292,2023-05-24,Delivered,Kochi,Kerala,India
ORD02388,CUST1709,2023-05-19,Delivered,Mumbai,Maharashtra,India
ORD02389,CUST0574,2022-07-14,Delivered,Calicut,Kerala,India
ORD02390,CUST0855,2022-05-27,Shipped,Mumbai,Maharashtra,India
ORD02391,CUST1567,2023-05-01,Delivered,Bangalore,Karnataka,India
ORD02392,CUST0881,2024-09-24,Delivered,Bangalore,Karnataka,India
ORD02393,CUST0305,2023-09-28,Delivered,Chennai,Tamil Nadu,India
ORD02394,CUST2429,2023-03-24,Delivered,Kochi,Kerala,India
ORD02395,CUST1995,2024-01-13,Delivered,Mumbai,Maharashtra,India
ORD02396,CUST0416,2024-05-19,Delivered,Kochi,Kerala,India
ORD02397,CUST0455,2023-12-15,Cancelled,Calicut,Kerala,India
ORD02398,CUST1695,2024-03-03,Delivered,Mumbai,Maharashtra,India
ORD02399,CUST2302,2024-03-10,Delivered,Kochi,Kerala,India
ORD02400,CUST1068,2022-08-11,Delivered,Calicut,Kerala,India
ORD02401,CUST0279,2023-09-23,Delivered,Chennai,Tamil Nadu,India
ORD02402,CUST0755,2023-06-24,Cancelled,Bangalore,Karnataka,India
ORD02403,CUST0816,2022-08-15,Delivered,Bangalore,Karnataka,India
ORD02404,CUST0575,2024-05-24,Returned,Bangalore,Karnataka,India
ORD02405,CUST0197,2023-11-26,Delivered,Calicut,Kerala,India
ORD02406,CUST1791,2024-01-12,Delivered,Chennai,Tamil Nadu,India
ORD02407,CUST1158,2023-09-26,Delivered,Calicut,Kerala,India
ORD02408,CUST2316,2024-06-03,Shipped,Chennai,Tamil Nadu,India
ORD02409,CUST2104,2022-09-18,Delivered,Calicut,Kerala,India
ORD02410,CUST0300,2024-10-21,Returned,Calicut,Kerala,India
ORD02411,CUST0624,2023-05-15,Cancelled,Mumbai,Maharashtra,India
ORD02412,CUST1860,2022-02-21,Delivered,Bangalore,Karnataka,India
ORD02413,CUST1204,2023-12-01,Delivered,Chennai,Tamil Nadu,India
ORD02414,CUST1750,2022-10-01,Delivered,Calicut,Kerala,India
ORD02415,CUST1338,2022-05-19,Delivered,Kochi,Kerala,India
ORD02416,CUST2353,2024-08-22,Delivered,Chennai,Tamil Nadu,India
ORD02417,CUST0845,2022-12-07,Shipped,Bangalore,Karnataka,India
ORD02418,CUST0162,2022-03-01,Delivered,Bangalore,Karnataka,India
ORD02419,CUST1292,2023-09-03,Delivered,Kochi,Kerala,India
ORD02420,CUST0955,2022-11-14,Returned,Kochi,Kerala,India
ORD02421,CUST1801,2022-06-05,Cancelled,Kochi,Kerala,India
ORD02422,CUST0855,2022-07-15,Cancelled,Calicut,Kerala,India
ORD02423,CUST0843,2023-01-15,Delivered,Mumbai,Maharashtra,India
ORD02424,CUST2369,2022-10-06,Delivered,Mumbai,Maharashtra,India
ORD02425,CUST2004,2022-02-25,Delivered,Chennai,Tamil Nadu,India
ORD02426,CUST0862,2024-06-11,Delivered,Chennai,Tamil Nadu,India
ORD02427,CUST0459,2023-09-16,Delivered,Calicut,Kerala,India
ORD02428,CUST1640,2022-01-13,Shipped,Mumbai,Maharashtra,India
ORD02429,CUST1779,2023-06-10,Shipped,Calicut,Kerala,India
ORD02430,CUST1597,2024-04-03,Delivered,Bangalore,Karnataka,India
ORD02431,CUST1325,2023-01-24,Delivered,Mumbai,Maharashtra,India
ORD02432,CUST0525,2022-03-06,Delivered,Calicut,Kerala,India
ORD02433,CUST0160,2022-03-23,Delivered,Chennai,Tamil Nadu,India
ORD02434,CUST1700,2024-10-22,Delivered,Calicut,Kerala,India
ORD02435,CUST0621,2022-07-06,Returned,Kochi,Kerala,India
ORD02436,CUST2038,2022-06-26,Delivered,Kochi,Kerala,India
ORD02437,CUST1087,2023-05-21,Delivered,Kochi,Kerala,India
ORD02438,CUST0117,2022-06-26,Delivered,Chennai,Tamil Nadu,India
ORD02439,CUST1670,2024-01-28,Delivered,Mumbai,Maharashtra,India
ORD02440,CUST2152,2023-09-25,Delivered,Calicut,Kerala,India
ORD02441,CUST0913,2022-03-01,Delivered,Kochi,Kerala,India
ORD02442,CUST1903,2022-07-04,Returned,Calicut,Kerala,India
ORD02443,CUST0003,2023-09-05,Cancelled,Mumbai,Maharashtra,India
ORD02444,CUST2212,2023-08-09,Delivered,Bangalore,Karnataka,India
ORD02445,CUST2340,2022-10-16,Delivered,Bangalore,Karnataka,India
ORD02446,CUST0585,2022-03-17,Delivered,Kochi,Kerala,India
ORD02447,CUST0432,2024-10-13,Delivered,Kochi,Kerala,India
ORD02448,CUST1234,2023-04-06,Shipped,Kochi,Kerala,India
ORD02449,CUST2365,2024-12-19,Delivered,Bangalore,Karnataka,India
ORD02450,CUST0595,2023-03-14,Delivered,Bangalore,Karnataka,India
ORD02451,CUST1578,2022-12-24,Cancelled,Chennai,Tamil Nadu,India
ORD02452,CUST0140,2022-04-01,Delivered,Calicut,Kerala,India
ORD02453,CUST1970,2023-03-11,Delivered,Kochi,Kerala,India
ORD02454,CUST2365,2022-06-21,Cancelled,Mumbai,Maharashtra,India
ORD02455,CUST2236,2022-08-15,Delivered,Mumbai,Maharashtra,India
ORD02456,CUST2108,2024-02-09,Delivered,Mumbai,Maharashtra,India
ORD02457,CUST1997,2022-06-09,Delivered,Bangalore,Karnataka,India
ORD02458,CUST1403,2024-08-04,Delivered,Chennai,Tamil Nadu,India
ORD02459,CUST0105,2022-05-26,Delivered,Chennai,Tamil Nadu,India
ORD02460,CUST0456,2022-03-08,Returned,Chennai,Tamil Nadu,India
ORD02461,CUST1424,2024-09-10,Delivered,Calicut,Kerala,India
ORD02462,CUST0340,2023-08-18,Returned,Bangalore,Karnataka,India
ORD02463,CUST2093,2023-03-27,Returned,Chennai,Tamil Nadu,India
ORD02464,CUST0814,2024-03-08,Shipped,Kochi,Kerala,India
ORD02465,CUST2174,2024-09-25,Delivered,Bangalore,Karnataka,India
ORD02466,CUST2175,2024-01-12,Delivered,Chennai,Tamil Nadu,India
ORD02467,CUST0927,2022-06-04,Delivered,Kochi,Kerala,India
ORD02468,CUST1141,2024-09-14,Cancelled,Kochi,Kerala,India
ORD02469,CUST1726,2023-07-13,Cancelled,Calicut,Kerala,India
ORD02470,CUST1229,2023-08-05,Shipped,Mumbai,Maharashtra,India
ORD02471,CUST1277,2023-02-23,Delivered,Calicut,Kerala,India
ORD02472,CUST0575,2022-12-02,Shipped,Kochi,Kerala,India
ORD02473,CUST0994,2022-08-25,Returned,Kochi,Kerala,India
ORD02474,CUST0793,2024-03-14,Delivered,Mumbai,Maharashtra,India
ORD02475,CUST1132,2022-06-08,Returned,Kochi,Kerala,India
ORD02476,CUST0622,2022-07-24,Shipped,Kochi,Kerala,India
ORD02477,CUST1342,2022-08-22,Delivered,Kochi,Kerala,India
ORD02478,CUST2452,2024-11-04,Shipped,Calicut,Kerala,India
ORD02479,CUST0512,2024-04-15,Delivered,Mumbai,Maharashtra,India
ORD02480,CUST1399,2022-12-03,Cancelled,Chennai,Tamil Nadu,India
ORD02481,CUST0463,2023-01-27,Cancelled,Bangalore,Karnataka,India
ORD02482,CUST1996,2024-07-06,Cancelled,Mumbai,Maharashtra,India
ORD02483,CUST2472,2024-04-04,Delivered,Bangalore,Karnataka,India
ORD02484,CUST2026,2022-06-28,Shipped,Chennai,Tamil Nadu,India
ORD02485,CUST1148,2022-07-21,Delivered,Mumbai,Maharashtra,India
ORD02486,CUST1030,2024-05-17,Delivered,Bangalore,Karnataka,India
ORD02487,CUST1989,2022-02-04,Shipped,Bangalore,Karnataka,India
ORD02488,CUST0426,2024-10-14,Delivered,Kochi,Kerala,India
ORD02489,CUST2485,2024-09-27,Delivered,Mumbai,Maharashtra,India
ORD02490,CUST0404,2022-12-19,Shipped,Chennai,Tamil Nadu,India
ORD02491,CUST2377,2022-02-25,Delivered,Chennai,Tamil Nadu,India
ORD02492,CUST1423,2023-07-23,Shipped,Chennai,Tamil Nadu,India
ORD02493,CUST1634,2024-08-28,Delivered,Mumbai,Maharashtra,India
ORD02494,CUST1348,2022-11-19,Delivered,Mumbai,Maharashtra,India
ORD02495,CUST1871,2023-05-26,Delivered,Calicut,Kerala,India
ORD02496,CUST1019,2024-06-12,Delivered,Bangalore,Karnataka,India
ORD02497,CUST1078,2022-08-11,Delivered,Bangalore,Karnataka,India
ORD02498,CUST1319,2024-04-25,Cancelled,Kochi,Kerala,India
ORD02499,CUST0365,2022-06-28,Delivered,Mumbai,Maharashtra,India
ORD02500,CUST0933,2024-06-18,Shipped,Bangalore,Karnataka,India
ORD02501,CUST1664,2022-05-24,Delivered,Bangalore,Karnataka,India
ORD02502,CUST1085,2022-10-25,Delivered,Bangalore,Karnataka,India
ORD02503,CUST1481,2023-06-26,Delivered,Mumbai,Maharashtra,India
ORD02504,CUST2384,2023-03-01,Delivered,Kochi,Kerala,India
ORD02505,CUST2294,2024-09-21,Delivered,Bangalore,Karnataka,India
ORD02506,CUST0814,2023-03-20,Delivered,Chennai,Tamil Nadu,India
ORD02507,CUST1658,2024-02-20,Cancelled,Calicut,Kerala,India
ORD02508,CUST1626,2024-03-11,Delivered,Bangalore,Karnataka,India
ORD02509,CUST1204,2022-07-28,Returned,Kochi,Kerala,India
ORD02510,CUST0168,2023-10-08,Delivered,Chennai,Tamil Nadu,India
ORD02511,CUST0108,2022-09-22,Returned,Kochi,Kerala,India
ORD02512,CUST0926,2024-04-08,Delivered,Mumbai,Maharashtra,India
ORD02513,CUST0086,2022-11-01,Delivered,Mumbai,Maharashtra,India
ORD02514,CUST2327,2023-08-14,Delivered,Chennai,Tamil Nadu,India
ORD02515,CUST1637,2022-07-28,Delivered,Kochi,Kerala,India
ORD02516,CUST1491,2024-07-09,Shipped,Chennai,Tamil Nadu,India
ORD02517,CUST0962,2023-07-12,Cancelled,Bangalore,Karnataka,India
ORD02518,CUST0551,2023-09-03,Returned,Bangalore,Karnataka,India
ORD02519,CUST2079,2024-12-05,Delivered,Bangalore,Karnataka,India
ORD02520,CUST2475,2023-09-04,Shipped,Mumbai,Maharashtra,India
ORD02521,CUST0918,2024-12-18,Shipped,Kochi,Kerala,India
ORD02522,CUST1794,2024-05-27,Delivered,Mumbai,Maharashtra,India
ORD02523,CUST2290,2022-10-01,Delivered,Mumbai,Maharashtra,India
ORD02524,CUST0262,2023-06-28,Shipped,Calicut,Kerala,India
ORD02525,CUST0113,2024-02-09,Delivered,Bangalore,Karnataka,India
ORD02526,CUST0547,2023-08-23,Shipped,Chennai,Tamil Nadu,India
ORD02527,CUST1248,2024-04-15,Delivered,Mumbai,Maharashtra,India
ORD02528,CUST1668,2024-04-26,Cancelled,Bangalore,Karnataka,India
ORD02529,CUST0028,2024-09-19,Delivered,Kochi,Kerala,India
ORD02530,CUST0491,2024-01-25,Delivered,Chennai,Tamil Nadu,India
ORD02531,CUST1020,2024-11-06,Shipped,Calicut,Kerala,India
ORD02532,CUST2028,2022-03-01,Delivered,Chennai,Tamil Nadu,India
ORD02533,CUST2352,2022-06-04,Returned,Calicut,Kerala,India
ORD02534,CUST1407,2023-07-23,Delivered,Mumbai,Maharashtra,India
ORD02535,CUST1763,2023-02-12,Delivered,Kochi,Kerala,India
ORD02536,CUST0822,2022-08-06,Delivered,Bangalore,Karnataka,India
ORD02537,CUST1851,2024-06-21,Delivered,Kochi,Kerala,India
ORD02538,CUST0250,2023-09-01,Cancelled,Calicut,Kerala,India
ORD02539,CUST0008,2024-01-12,Delivered,Chennai,Tamil Nadu,India
ORD02540,CUST0114,2022-01-11,Delivered,Chennai,Tamil Nadu,India
ORD02541,CUST2041,2022-10-07,Delivered,Chennai,Tamil Nadu,India
ORD02542,CUST0634,2022-09-12,Delivered,Kochi,Kerala,India
ORD02543,CUST0728,2024-06-06,Cancelled,Chennai,Tamil Nadu,India
ORD02544,CUST2202,2023-03-01,Delivered,Chennai,Tamil Nadu,India
ORD02545,CUST0739,2023-05-04,Delivered,Calicut,Kerala,India
ORD02546,CUST2472,2022-09-04,Delivered,Chennai,Tamil Nadu,India
ORD02547,CUST1593,2023-10-22,Delivered,Kochi,Kerala,India
ORD02548,CUST1009,2024-02-18,Delivered,Mumbai,Maharashtra,India
ORD02549,CUST1656,2022-03-27,Delivered,Bangalore,Karnataka,India
ORD02550,CUST2422,2022-06-16,Shipped,Calicut,Kerala,India
ORD02551,CUST2160,2022-09-22,Delivered,Calicut,Kerala,India
ORD02552,CUST0824,2024-10-13,Shipped,Chennai,Tamil Nadu,India
ORD02553,CUST1200,2022-06-15,Shipped,Bangalore,Karnataka,India
ORD02554,CUST0098,2023-07-13,Delivered,Mumbai,Maharashtra,India
ORD02555,CUST1593,2023-02-18,Delivered,Mumbai,Maharashtra,India
ORD02556,CUST0226,2023-08-25,Delivered,Bangalore,Karnataka,India
ORD02557,CUST2407,2022-01-03,Delivered,Chennai,Tamil Nadu,India
ORD02558,CUST0197,2022-09-21,Delivered,Chennai,Tamil Nadu,India
ORD02559,CUST1441,2022-01-10,Delivered,Chennai,Tamil Nadu,India
ORD02560,CUST2083,2024-01-28,Delivered,Chennai,Tamil Nadu,India
ORD02561,CUST0184,2024-03-12,Delivered,Chennai,Tamil Nadu,India
ORD02562,CUST1312,2023-02-06,Cancelled,Kochi,Kerala,India
ORD02563,CUST0186,2024-10-21,Delivered,Calicut,Kerala,India
ORD02564,CUST0020,2024-04-04,Cancelled,Mumbai,Maharashtra,India
ORD02565,CUST0936,2023-11-06,Returned,Kochi,Kerala,India
ORD02566,CUST1009,2022-07-05,Delivered,Bangalore,Karnataka,India
ORD02567,CUST1269,2024-11-19,Shipped,Chennai,Tamil Nadu,India
ORD02568,CUST1704,2023-11-14,Delivered,Kochi,Kerala,India
ORD02569,CUST2000,2023-07-27,Cancelled,Mumbai,Maharashtra,India
ORD02570,CUST1840,2023-12-02,Delivered,Bangalore,Karnataka,India
ORD02571,CUST0651,2022-11-21,Delivered,Kochi,Kerala,India
ORD02572,CUST1051,2022-02-18,Delivered,Mumbai,Maharashtra,India
ORD02573,CUST2336,2024-05-10,Delivered,Mumbai,Maharashtra,India
ORD02574,CUST0828,2022-02-13,Shipped,Bangalore,Karnataka,India
ORD02575,CUST0147,2023-09-07,Delivered,Calicut,Kerala,India
ORD02576,CUST1590,2022-08-04,Delivered,Mumbai,Maharashtra,India
ORD02577,CUST1786,2024-02-26,Delivered,Kochi,Kerala,India
ORD02578,CUST2446,2023-06-24,Delivered,Chennai,Tamil Nadu,India
ORD02579,CUST1303,2022-11-25,Delivered,Calicut,Kerala,India
ORD02580,CUST0719,2023-10-28,Returned,Calicut,Kerala,India
ORD02581,CUST1557,2022-08-21,Delivered,Bangalore,Karnataka,India
ORD02582,CUST0797,2024-05-03,Delivered,Kochi,Kerala,India
ORD02583,CUST1007,2022-11-28,Delivered,Bangalore,Karnataka,India
ORD02584,CUST2242,2023-09-18,Delivered,Chennai,Tamil Nadu,India
ORD02585,CUST2122,2022-01-22,Delivered,Bangalore,Karnataka,India
ORD02586,CUST1318,2024-01-24,Delivered,Chennai,Tamil Nadu,India
ORD02587,CUST0025,2022-01-04,Delivered,Bangalore,Karnataka,India
ORD02588,CUST2323,2024-01-02,Shipped,Mumbai,Maharashtra,India
ORD02589,CUST0303,2024-04-02,Delivered,Calicut,Kerala,India
ORD02590,CUST1157,2023-11-19,Delivered,Calicut,Kerala,India
ORD02591,CUST2010,2023-07-24,Delivered,Chennai,Tamil Nadu,India
ORD02592,CUST0628,2023-05-21,Delivered,Chennai,Tamil Nadu,India
ORD02593,CUST0715,2023-09-08,Delivered,Mumbai,Maharashtra,India
ORD02594,CUST1769,2022-05-12,Shipped,Mumbai,Maharashtra,India
ORD02595,CUST2218,2022-03-15,Delivered,Bangalore,Karnataka,India
ORD02596,CUST0853,2022-07-27,Delivered,Kochi,Kerala,India
ORD02597,CUST1819,2023-07-15,Shipped,Mumbai,Maharashtra,India
ORD02598,CUST1634,2023-08-11,Delivered,Mumbai,Maharashtra,India
ORD02599,CUST2329,2022-12-07,Shipped,Kochi,Kerala,India
ORD02600,CUST2246,2024-12-12,Cancelled,Kochi,Kerala,India
ORD02601,CUST0579,2024-06-10,Delivered,Mumbai,Maharashtra,India
ORD02602,CUST1689,2024-02-21,Delivered,Mumbai,Maharashtra,India
ORD02603,CUST0642,2022-04-11,Delivered,Calicut,Kerala,India
ORD02604,CUST0098,2023-09-06,Returned,Mumbai,Maharashtra,India
ORD02605,CUST2308,2024-07-22,Delivered,Kochi,Kerala,India
ORD02606,CUST1920,2022-11-05,Delivered,Kochi,Kerala,India
ORD02607,CUST2174,2023-11-20,Returned,Kochi,Kerala,India
ORD02608,CUST0217,2022-10-01,Delivered,Calicut,Kerala,India
ORD02609,CUST0617,2023-02-12,Delivered,Bangalore,Karnataka,India
ORD02610,CUST1293,2022-05-12,Delivered,Kochi,Kerala,India
ORD02611,CUST1187,2023-08-11,Shipped,Chennai,Tamil Nadu,India
ORD02612,CUST0623,2024-02-06,Cancelled,Bangalore,Karnataka,India
ORD02613,CUST1679,2022-07-18,Cancelled,Kochi,Kerala,India
ORD02614,CUST1152,2024-09-21,Delivered,Kochi,Kerala,India
ORD02615,CUST0398,2024-02-05,Cancelled,Kochi,Kerala,India
ORD02616,CUST0699,2023-03-16,Delivered,Calicut,Kerala,India
ORD02617,CUST0745,2023-10-15,Delivered,Calicut,Kerala,India
ORD02618,CUST1392,2023-01-22,Delivered,Mumbai,Maharashtra,India
ORD02619,CUST1230,2022-06-06,Delivered,Calicut,Kerala,India
ORD02620,CUST0808,2022-03-26,Returned,Mumbai,Maharashtra,India
ORD02621,CUST0341,2024-05-26,Returned,Bangalore,Karnataka,India
ORD02622,CUST2418,2023-10-01,Delivered,Bangalore,Karnataka,India
ORD02623,CUST2103,2023-03-28,Delivered,Mumbai,Maharashtra,India
ORD02624,CUST0684,2022-09-16,Delivered,Bangalore,Karnataka,India
ORD02625,CUST1383,2023-11-15,Returned,Calicut,Kerala,India
ORD02626,CUST0329,2024-05-25,Delivered,Calicut,Kerala,India
ORD02627,CUST0044,2022-09-05,Cancelled,Bangalore,Karnataka,India
ORD02628,CUST1926,2023-01-13,Delivered,Chennai,Tamil Nadu,India
ORD02629,CUST1537,2022-07-23,Delivered,Mumbai,Maharashtra,India
ORD02630,CUST1739,2024-06-28,Returned,Bangalore,Karnataka,India
ORD02631,CUST2003,2024-11-09,Delivered,Mumbai,Maharashtra,India
ORD02632,CUST0348,2022-05-15,Cancelled,Bangalore,Karnataka,India
ORD02633,CUST0439,2022-09-01,Shipped,Bangalore,Karnataka,India
ORD02634,CUST2343,2022-02-12,Delivered,Kochi,Kerala,India
ORD02635,CUST1398,2022-02-01,Shipped,Kochi,Kerala,India
ORD02636,CUST1888,2022-02-19,Delivered,Chennai,Tamil Nadu,India
ORD02637,CUST0333,2022-10-23,Delivered,Bangalore,Karnataka,India
ORD02638,CUST0955,2024-02-03,Delivered,Kochi,Kerala,India
ORD02639,CUST2169,2024-01-03,Delivered,Kochi,Kerala,India
ORD02640,CUST2480,2022-08-23,Returned,Kochi,Kerala,India
ORD02641,CUST0251,2023-08-24,Delivered,Kochi,Kerala,India
ORD02642,CUST0810,2024-03-01,Delivered,Mumbai,Maharashtra,India
ORD02643,CUST0508,2024-03-19,Returned,Bangalore,Karnataka,India
ORD02644,CUST0933,2022-04-28,Delivered,Calicut,Kerala,India
ORD02645,CUST2464,2024-07-27,Delivered,Kochi,Kerala,India
ORD02646,CUST1028,2024-09-10,Delivered,Mumbai,Maharashtra,India
ORD02647,CUST0661,2024-10-22,Delivered,Bangalore,Karnataka,India
ORD02648,CUST0248,2022-01-16,Delivered,Calicut,Kerala,India
ORD02649,CUST1827,2022-07-22,Shipped,Chennai,Tamil Nadu,India
ORD02650,CUST1481,2023-12-19,Shipped,Calicut,Kerala,India
ORD02651,CUST1307,2024-11-09,Shipped,Chennai,Tamil Nadu,India
ORD02652,CUST2047,2024-06-26,Delivered,Mumbai,Maharashtra,India
ORD02653,CUST0780,2023-08-18,Returned,Bangalore,Karnataka,India
ORD02654,CUST1891,2023-12-14,Delivered,Kochi,Kerala,India
ORD02655,CUST1853,2023-07-28,Cancelled,Bangalore,Karnataka,India
ORD02656,CUST0101,2024-03-25,Delivered,Kochi,Kerala,India
ORD02657,CUST1637,2023-06-28,Delivered,Kochi,Kerala,India
