order_id,product_id,customer_id,quantity,sales_amount,shipping_cost,rating
ORD08383,PROD0210,CUST0363,4,7188,438,2
ORD00129,PROD0323,CUST0914,1,9489,229,3
ORD03637,PROD0190,CUST1322,1,3690,123,3
ORD03210,PROD0306,CUST1840,3,10166,359,3
ORD06782,PROD0009,CUST0013,2,681,443,3
ORD00037,PROD0311,CUST0711,4,5314,485,2
ORD04044,PROD0317,CUST1699,2,6437,340,4
ORD00700,PROD0200,CUST0091,4,1275,278,1
ORD00071,PROD0115,CUST0557,1,1899,410,2
ORD04093,PROD0182,CUST1249,2,3958,391,2
ORD04251,PROD0164,CUST0851,2,3757,402,4
ORD06540,PROD0020,CUST0564,4,11996,483,3
ORD01636,PROD0438,CUST0706,4,8291,410,3
ORD02709,PROD0129,CUST1288,1,6979,162,5
ORD07992,PROD0074,CUST1141,4,3557,135,2
ORD00810,PROD0306,CUST2411,3,4068,342,4
ORD09542,PROD0098,CUST2378,4,11932,77,4
ORD05787,PROD0323,CUST0127,1,566,229,1
ORD08697,PROD0424,CUST0318,4,1642,371,1
ORD09422,PROD0362,CUST2183,4,6568,152,3
ORD03296,PROD0321,CUST0635,3,11322,82,3
ORD03743,PROD0335,CUST1525,1,10609,137,5
ORD09890,PROD0170,CUST0037,2,4959,127,3
ORD00239,PROD0028,CUST1708,1,5730,137,5
ORD05140,PROD0229,CUST1871,3,9137,259,1
ORD06601,PROD0363,CUST1640,2,11579,144,3
ORD08574,PROD0471,CUST2414,3,10413,491,2
ORD09217,PROD0296,CUST1687,4,3795,443,5
ORD06180,PROD0292,CUST0790,1,2192,144,4
ORD07309,PROD0207,CUST1146,1,1055,213,3
ORD05029,PROD0073,CUST2304,2,5216,366,3
ORD03142,PROD0080,CUST1382,2,9349,96,5
ORD06152,PROD0203,CUST2434,3,1849,470,2
ORD02982,PROD0432,CUST1798,1,8435,381,5
ORD01843,PROD0123,CUST1777,2,10422,284,2
ORD00317,PROD0087,CUST0529,1,9624,251,4
ORD05827,PROD0433,CUST0197,4,4249,87,4
ORD04848,PROD0341,CUST0041,1,3459,190,1
ORD06844,PROD0003,CUST2000,2,5613,99,4
ORD07870,PROD0432,CUST0888,1,3784,305,4
ORD07630,PROD0421,CUST0126,4,5376,61,3
ORD06944,PROD0411,CUST1656,3,2981,72,5
ORD06859,PROD0097,CUST1491,3,8587,430,5
ORD02436,PROD0067,CUST1588,3,4583,57,1
ORD05298,PROD0129,CUST0812,3,2431,216,2
ORD05681,PROD0386,CUST0165,1,8764,291,1
ORD02274,PROD0371,CUST1536,2,2901,83,4
ORD04502,PROD0005,CUST2133,2,3343,491,2
ORD04827,PROD0294,CUST0816,3,10899,58,4
ORD02295,PROD0451,CUST0994,2,4841,90,4
ORD08354,PROD0256,CUST1132,2,5748,381,2
ORD01841,PROD0486,CUST0806,3,921,121,5
ORD06931,PROD0439,CUST0084,2,2728,127,4
ORD09220,PROD0053,CUST1683,2,10105,142,1
ORD06365,PROD0133,CUST0874,3,8700,435,1
ORD02275,PROD0315,CUST2384,3,5934,429,1
ORD01844,PROD0265,CUST0124,4,7111,409,2
ORD07397,PROD0201,CUST2395,3,8831,175,1
ORD03279,PROD0429,CUST1295,1,11292,201,4
ORD01791,PROD0281,CUST2197,1,8658,292,2
ORD07528,PROD0186,CUST0983,3,10678,170,4
ORD00730,PROD0292,CUST1291,2,6256,354,3
ORD04060,PROD0101,CUST1342,2,3666,136,3
ORD04756,PROD0443,CUST1246,1,6942,344,5
ORD00329,PROD0083,CUST1327,2,4073,424,5
ORD02885,PROD0243,CUST2227,3,8675,432,1
ORD05067,PROD0283,CUST1495,1,6949,243,3
ORD06175,PROD0264,CUST2448,4,8410,455,5
ORD05845,PROD0367,CUST1295,2,7025,433,5
ORD01562,PROD0053,CUST2161,1,2915,295,1
ORD03709,PROD0410,CUST2035,2,7398,78,4
ORD05519,PROD0158,CUST1464,1,11948,385,3
ORD04472,PROD0321,CUST0366,4,6018,103,3
ORD06850,PROD0039,CUST1254,3,3382,162,5
ORD02048,PROD0116,CUST2274,3,851,361,3
ORD08433,PROD0033,CUST1095,2,3046,459,3
ORD01788,PROD0344,CUST0498,1,1888,375,1
ORD05046,PROD0376,CUST0700,1,6141,67,3
ORD08259,PROD0353,CUST0144,1,7375,206,3
ORD03711,PROD0466,CUST1358,1,1062,374,4
ORD02347,PROD0205,CUST0780,3,2155,346,4
ORD06821,PROD0191,CUST2260,3,4968,232,3
ORD09130,PROD0070,CUST1296,2,5257,302,4
ORD02179,PROD0077,CUST0197,3,6349,351,4
ORD06283,PROD0012,CUST0092,3,1211,111,1
ORD09583,PROD0224,CUST1949,2,7510,315,3
ORD09570,PROD0091,CUST0196,4,8596,271,1
ORD06583,PROD0127,CUST1801,2,9986,468,4
ORD07256,PROD0319,CUST1218,4,6093,227,3
ORD03104,PROD0436,CUST1569,2,2198,398,5
ORD01501,PROD0205,CUST0673,4,7784,500,1
ORD02216,PROD0311,CUST0931,3,3823,221,2
ORD01334,PROD0275,CUST1952,4,3234,491,5
ORD05571,PROD0311,CUST1023,2,11290,429,4
ORD05806,PROD0495,CUST0405,4,10899,117,4
ORD08522,PROD0380,CUST1554,2,1774,449,3
ORD03368,PROD0438,CUST2148,2,880,291,1
ORD09075,PROD0173,CUST1227,3,8298,391,4
ORD05663,PROD0127,CUST0870,1,7774,349,3
ORD03577,PROD0451,CUST1672,3,1888,102,2
ORD08900,PROD0166,CUST0201,3,7160,404,2
ORD02552,PROD0369,CUST0026,4,9894,254,4
ORD00089,PROD0365,CUST1395,4,4853,285,3
ORD05172,PROD0007,CUST0509,3,764,164,4
ORD08017,PROD0383,CUST0178,4,501,215,3
ORD01033,PROD0469,CUST0544,3,8371,310,4
ORD09108,PROD0241,CUST0972,2,8358,423,2
ORD05862,PROD0223,CUST1038,3,8511,255,5
ORD03474,PROD0388,CUST2375,2,10717,261,3
ORD07725,PROD0042,CUST2035,1,10656,210,3
ORD06926,PROD0270,CUST1731,4,4659,500,1
ORD08610,PROD0290,CUST1616,4,5132,402,3
ORD07083,PROD0008,CUST0072,1,11797,222,1
ORD05960,PROD0378,CUST2195,1,4673,195,2
ORD00031,PROD0025,CUST1708,2,6125,418,1
ORD07073,PROD0013,CUST1010,4,1047,454,4
ORD00517,PROD0336,CUST1877,3,6501,163,1
ORD02540,PROD0246,CUST1132,2,5100,94,3
ORD01990,PROD0126,CUST0823,2,1892,122,5
ORD08613,PROD0029,CUST0491,1,10479,201,2
ORD03095,PROD0233,CUST1218,1,9350,301,3
ORD00292,PROD0013,CUST0662,1,3351,421,4
ORD04367,PROD0176,CUST2102,4,10864,497,4
ORD09336,PROD0326,CUST1056,4,1706,471,5
ORD04824,PROD0275,CUST2191,2,982,246,2
ORD02636,PROD0385,CUST2299,4,8725,116,1
ORD05698,PROD0408,CUST1303,2,6213,149,4
ORD03104,PROD0415,CUST2205,2,3040,61,3
ORD00136,PROD0090,CUST1446,3,9081,81,2
ORD06415,PROD0425,CUST0258,1,6137,288,1
ORD02481,PROD0098,CUST2448,3,5377,259,4
ORD01742,PROD0280,CUST1504,1,11258,197,3
ORD03399,PROD0258,CUST0819,1,7778,85,1
ORD04044,PROD0185,CUST1191,3,1593,183,4
ORD04541,PROD0275,CUST2271,4,7048,238,5
ORD06703,PROD0092,CUST0008,3,5396,444,4
ORD04650,PROD0400,CUST2091,4,9795,472,2
ORD00279,PROD0469,CUST0758,4,8436,158,4
ORD01978,PROD0245,CUST1064,1,10277,294,4
ORD04971,PROD0369,CUST0343,2,2768,455,4
ORD05900,PROD0186,CUST0492,4,3117,459,2
ORD05378,PROD0012,CUST0509,3,6227,333,5
ORD00253,PROD0314,CUST0381,2,10089,349,5
ORD06201,PROD0126,CUST2388,1,2287,78,2
ORD09862,PROD0299,CUST0124,1,713,391,1
ORD09191,PROD0388,CUST2281,4,4317,340,3
ORD09843,PROD0019,CUST1735,2,5501,50,2
ORD01076,PROD0464,CUST2184,1,7915,386,4
ORD07967,PROD0025,CUST0777,4,3383,465,5
ORD08934,PROD0485,CUST2064,3,5651,78,3
ORD04100,PROD0130,CUST1638,2,11399,72,2
ORD07720,PROD0149,CUST0740,3,10788,474,2
ORD09725,PROD0373,CUST2092,2,5814,301,4
ORD01709,PROD0141,CUST1316,2,656,208,2
ORD03931,PROD0087,CUST0372,2,8825,132,2
ORD03579,PROD0282,CUST1573,2,1097,85,5
ORD02836,PROD0127,CUST1408,2,2738,253,4
ORD04715,PROD0099,CUST1682,4,2145,82,5
ORD06359,PROD0071,CUST2403,1,5133,301,3
ORD04050,PROD0183,CUST1390,4,9637,328,2
ORD04793,PROD0448,CUST1262,2,1659,322,3
ORD08431,PROD0270,CUST0823,4,10325,71,3
ORD08007,PROD0051,CUST1764,3,6921,152,3
ORD07499,PROD0045,CUST0238,1,2243,489,4
ORD04266,PROD0021,CUST1621,4,10233,250,3
ORD03233,PROD0190,CUST1650,3,939,76,2
ORD07724,PROD0233,CUST0451,3,1865,202,1
ORD05207,PROD0158,CUST1004,3,2847,91,1
ORD01644,PROD0260,CUST0958,3,1906,147,4
ORD09526,PROD0294,CUST0612,3,10184,372,4
ORD08959,PROD0448,CUST0174,2,10513,102,1
ORD08310,PROD0486,CUST1326,4,7808,327,3
ORD08426,PROD0302,CUST0611,1,11615,365,2
ORD07029,PROD0409,CUST0238,1,8070,272,5
ORD04287,PROD0252,CUST2152,2,9204,495,2
ORD06915,PROD0403,CUST0344,4,2941,259,3
ORD01093,PROD0273,CUST1686,4,2450,219,1
ORD05358,PROD0018,CUST0054,1,6029,56,2
ORD01122,PROD0488,CUST0396,4,9252,447,4
ORD07059,PROD0232,CUST0084,3,855,400,4
ORD00337,PROD0018,CUST2073,2,5434,386,4
ORD04918,PROD0345,CUST1679,2,6979,147,4
ORD05693,PROD0023,CUST1834,3,6646,127,2
ORD01535,PROD0289,CUST2244,3,7991,272,2
ORD05230,PROD0293,CUST0941,2,9401,429,2
ORD04174,PROD0290,CUST1815,1,1728,251,5
ORD09618,PROD0066,CUST1481,1,7732,83,5
ORD07502,PROD0040,CUST1035,4,5858,111,1
ORD04677,PROD0092,CUST2199,3,11839,62,2
ORD07244,PROD0104,CUST0464,4,5729,483,4
ORD06295,PROD0198,CUST0010,1,1274,113,4
ORD02176,PROD0213,CUST0310,2,7710,363,1
ORD08409,PROD0469,CUST1501,3,5039,68,5
ORD00083,PROD0118,CUST2417,4,10363,495,1
ORD00948,PROD0031,CUST0993,2,5386,336,1
ORD03443,PROD0394,CUST2352,2,5613,377,3
ORD05078,PROD0370,CUST0532,2,2312,375,4
ORD09545,PROD0257,CUST0396,2,2023,271,3
ORD09251,PROD0387,CUST0369,1,6416,426,4
ORD08557,PROD0335,CUST2453,2,6840,476,4
ORD09943,PROD0075,CUST2216,3,4550,473,4
ORD06262,PROD0343,CUST2234,1,6892,173,5
ORD08065,PROD0416,CUST0763,2,4777,317,1
ORD01514,PROD0349,CUST1342,4,2201,161,1
ORD04778,PROD0410,CUST0872,2,5869,75,5
ORD01922,PROD0499,CUST0656,3,11400,144,1
ORD08812,PROD0269,CUST0690,1,11845,329,2
ORD07671,PROD0023,CUST1312,1,4749,229,3
ORD01530,PROD0079,CUST1314,3,4568,157,2
ORD03151,PROD0073,CUST1132,3,11217,465,3
ORD03007,PROD0090,CUST0245,3,4026,428,5
ORD00403,PROD0170,CUST0122,4,8928,383,1
ORD01354,PROD0208,CUST1890,3,1362,431,5
ORD06585,PROD0300,CUST1002,2,4498,441,2
ORD07604,PROD0112,CUST2102,3,2136,427,1
ORD04730,PROD0322,CUST0870,3,1531,212,2
ORD04678,PROD0037,CUST1413,3,7450,294,5
ORD04943,PROD0215,CUST0392,3,11498,53,5
ORD06716,PROD0101,CUST2002,4,5036,238,3
ORD01594,PROD0368,CUST1336,1,2473,316,4
ORD00087,PROD0203,CUST0775,1,4219,465,1
ORD01582,PROD0090,CUST2406,3,1080,353,4
ORD03734,PROD0392,CUST1587,2,6676,460,2
ORD05994,PROD0225,CUST2432,1,9400,443,1
ORD02159,PROD0104,CUST1915,4,7755,258,3
ORD00482,PROD0329,CUST1260,3,1105,281,5
ORD03229,PROD0388,CUST0039,4,6628,228,2
ORD00328,PROD0054,CUST0731,2,3914,404,3
ORD00828,PROD0404,CUST0424,2,3238,341,1
ORD03864,PROD0144,CUST0435,1,3161,463,3
ORD02279,PROD0043,CUST0684,3,11734,309,2
ORD00716,PROD0283,CUST2214,1,6574,88,1
ORD09265,PROD0176,CUST0202,1,11981,359,5
ORD09850,PROD0404,CUST0928,4,7171,460,3
ORD04430,PROD0444,CUST0240,3,6983,476,1
ORD04937,PROD0346,CUST1435,1,9486,420,1
ORD06429,PROD0006,CUST1649,2,11027,465,5
ORD04295,PROD0252,CUST0068,2,1936,297,3
ORD02835,PROD0072,CUST1216,4,4620,357,3
ORD09496,PROD0227,CUST1635,3,11325,360,5
ORD00488,PROD0025,CUST1839,2,9823,111,4
ORD06850,PROD0167,CUST2286,4,9819,197,1
ORD05707,PROD0065,CUST1426,4,933,433,1
ORD04865,PROD0057,CUST1776,1,7340,175,3
ORD03647,PROD0014,CUST1134,4,9114,372,3
ORD05650,PROD0331,CUST2371,3,5642,248,4
ORD03995,PROD0431,CUST0557,1,9590,371,4
ORD00144,PROD0492,CUST2198,3,3926,151,3
ORD02083,PROD0463,CUST1904,3,1971,495,1
ORD06284,PROD0074,CUST1723,3,8892,383,1
ORD07007,PROD0341,CUST1695,3,3342,62,3
ORD09240,PROD0293,CUST0793,1,5964,405,5
ORD07569,PROD0394,CUST1116,2,11047,82,5
ORD08698,PROD0076,CUST1524,4,6639,251,2
ORD08617,PROD0228,CUST1612,4,10315,73,2
ORD06769,PROD0406,CUST2201,1,11951,368,4
ORD01909,PROD0012,CUST0534,1,4124,309,5
ORD00534,PROD0090,CUST2182,1,9425,305,3
ORD00693,PROD0378,CUST1021,2,7374,220,1
ORD05179,PROD0234,CUST2280,1,10499,60,5
ORD02307,PROD0095,CUST0078,2,5691,318,3
ORD07440,PROD0256,CUST1200,4,6325,114,1
ORD06665,PROD0458,CUST0952,4,1291,142,3
ORD06358,PROD0302,CUST0218,4,8829,97,1
ORD03982,PROD0089,CUST2050,4,2939,487,4
ORD07565,PROD0302,CUST1949,3,6604,481,4
ORD08557,PROD0185,CUST0676,3,9608,180,1
ORD09856,PROD0271,CUST0514,2,9085,263,1
ORD06184,PROD0174,CUST1959,4,2913,259,1
ORD09854,PROD0393,CUST1788,4,8843,131,5
ORD05037,PROD0054,CUST1889,4,2905,317,2
ORD02761,PROD0270,CUST2208,4,8798,72,3
ORD02652,PROD0168,CUST2336,4,8874,399,5
ORD04858,PROD0063,CUST2481,4,7708,403,2
ORD07745,PROD0036,CUST1947,3,5229,113,3
ORD06233,PROD0237,CUST0720,4,3290,256,5
ORD05703,PROD0171,CUST1377,2,6392,298,4
ORD09939,PROD0301,CUST2071,1,4813,270,3
ORD00929,PROD0305,CUST2435,2,1567,187,2
ORD08874,PROD0296,CUST0971,3,4248,131,1
ORD00766,PROD0168,CUST2095,1,11097,235,2
ORD03420,PROD0417,CUST0947,4,6538,184,5
ORD09895,PROD0054,CUST2019,1,7466,305,1
ORD08412,PROD0440,CUST1746,3,3341,236,1
ORD06195,PROD0343,CUST1943,4,5876,391,4
ORD02052,PROD0154,CUST0187,1,7906,385,3
ORD06167,PROD0056,CUST1010,4,11960,229,5
ORD09515,PROD0187,CUST0175,2,4982,290,3
ORD08840,PROD0433,CUST1467,1,5367,206,1
ORD00595,PROD0100,CUST0033,1,658,428,4
ORD08509,PROD0158,CUST0977,4,11249,414,5
ORD08622,PROD0205,CUST0339,4,4310,480,3
ORD08368,PROD0493,CUST1940,3,7519,213,5
ORD04208,PROD0284,CUST1612,2,5284,470,1
ORD01171,PROD0103,CUST1945,2,9392,413,3
ORD00472,PROD0118,CUST0779,1,7749,317,4
ORD01838,PROD0260,CUST0614,1,1932,193,1
ORD00710,PROD0399,CUST1592,4,10847,78,4
ORD07227,PROD0460,CUST1719,2,1824,292,5
ORD00332,PROD0397,CUST1405,3,11048,254,4
ORD05639,PROD0017,CUST0251,4,5389,136,1
ORD08657,PROD0335,CUST0623,1,651,68,1
ORD03033,PROD0032,CUST0483,4,564,402,4
ORD06281,PROD0427,CUST2196,1,10576,358,1
ORD00658,PROD0299,CUST0222,4,576,433,5
ORD06698,PROD0377,CUST1695,3,3174,175,2
ORD05058,PROD0174,CUST0147,2,5098,228,4
ORD09697,PROD0349,CUST1203,3,1045,410,4
ORD02317,PROD0065,CUST0063,2,11055,229,5
ORD05354,PROD0402,CUST0534,2,1525,166,5
ORD04293,PROD0488,CUST1018,1,8239,470,4
ORD05986,PROD0216,CUST0501,3,9803,160,2
ORD00656,PROD0064,CUST1404,2,11782,472,4
ORD01397,PROD0328,CUST1728,4,8371,206,3
ORD05335,PROD0373,CUST2310,4,2992,109,3
ORD04411,PROD0246,CUST0325,3,11628,385,5
ORD03661,PROD0216,CUST0401,4,10994,435,5
ORD09064,PROD0088,CUST1637,4,11583,214,4
ORD05997,PROD0169,CUST0121,1,4731,392,1
ORD07459,PROD0008,CUST0050,1,10902,201,3
ORD07949,PROD0098,CUST0931,3,11551,58,1
ORD01691,PROD0327,CUST0698,4,5973,349,1
ORD01961,PROD0391,CUST2137,4,11959,89,2
ORD07331,PROD0019,CUST0371,2,10506,223,3
ORD01416,PROD0339,CUST2498,4,969,99,4
ORD05694,PROD0355,CUST1023,3,9892,202,2
ORD03884,PROD0231,CUST0057,3,2748,496,3
ORD05858,PROD0320,CUST2398,3,3044,64,4
ORD04503,PROD0002,CUST2250,3,11172,387,3
ORD09172,PROD0311,CUST0638,1,10092,347,3
ORD05024,PROD0439,CUST2373,2,2389,380,3
ORD03856,PROD0312,CUST1961,4,3597,55,5
ORD01859,PROD0278,CUST2052,4,2740,386,3
ORD05498,PROD0125,CUST1237,2,3668,337,5
ORD03683,PROD0306,CUST2235,1,1055,141,4
ORD06032,PROD0151,CUST1057,4,5215,353,2
ORD05228,PROD0149,CUST1481,4,699,279,3
ORD02553,PROD0124,CUST1113,2,9238,329,2
ORD00548,PROD0397,CUST2058,1,9762,111,4
ORD03483,PROD0270,CUST0591,3,8450,488,3
ORD09167,PROD0082,CUST1806,4,8644,320,2
ORD06167,PROD0269,CUST0181,3,10011,315,4
ORD00744,PROD0429,CUST1459,4,9922,333,1
ORD05027,PROD0224,CUST2386,1,11852,168,1
ORD03589,PROD0105,CUST2051,2,10022,475,5
ORD05867,PROD0259,CUST1989,4,11543,160,3
ORD06146,PROD0077,CUST2151,2,4172,246,2
ORD08927,PROD0038,CUST0434,3,8735,197,5
ORD08653,PROD0369,CUST1881,3,6601,299,3
ORD08618,PROD0016,CUST1504,2,9211,259,5
ORD05130,PROD0050,CUST0505,1,11848,284,3
ORD01219,PROD0498,CUST2160,3,3416,200,4
ORD00633,PROD0013,CUST0813,4,1890,464,1
ORD02190,PROD0440,CUST1945,1,1356,175,3
ORD08683,PROD0202,CUST0909,3,2105,287,2
ORD09023,PROD0253,CUST2067,2,5076,369,3
ORD00684,PROD0459,CUST0605,2,7449,437,1
ORD05879,PROD0376,CUST2230,3,11050,408,3
ORD06616,PROD0323,CUST0413,2,8758,86,3
ORD00509,PROD0043,CUST2276,4,3244,479,4
ORD08106,PROD0400,CUST0513,1,3934,313,5
ORD08870,PROD0126,CUST1650,1,8437,395,2
ORD06920,PROD0435,CUST2208,1,7604,360,4
ORD09599,PROD0148,CUST2498,3,4616,329,4
ORD03240,PROD0476,CUST0549,2,1925,281,2
ORD04567,PROD0363,CUST2268,2,976,258,2
ORD04658,PROD0112,CUST1376,1,8095,132,4
ORD02089,PROD0258,CUST2004,3,6801,342,2
ORD02243,PROD0446,CUST0214,3,4526,442,3
ORD00908,PROD0418,CUST2390,3,775,133,3
ORD03454,PROD0364,CUST1168,1,6283,71,5
ORD03820,PROD0191,CUST0051,3,1431,150,4
ORD02827,PROD0176,CUST0664,2,11184,246,5
ORD01371,PROD0188,CUST1047,4,1612,291,3
ORD02913,PROD0478,CUST2078,1,9071,328,2
ORD01112,PROD0442,CUST0892,4,1024,78,2
ORD09876,PROD0297,CUST2327,4,11169,95,2
ORD09611,PROD0349,CUST2068,2,3913,129,2
ORD05379,PROD0049,CUST0658,4,5089,396,3
ORD07386,PROD0417,CUST2189,2,8153,265,1
ORD06609,PROD0149,CUST1183,4,7533,53,4
ORD08090,PROD0251,CUST0422,2,557,282,1
ORD02556,PROD0369,CUST0962,2,11079,239,5
ORD09560,PROD0257,CUST1296,2,1942,139,5
ORD00046,PROD0178,CUST1102,1,1953,310,4
ORD02700,PROD0194,CUST0575,2,3768,88,1
ORD09765,PROD0457,CUST1151,3,7873,188,5
ORD05005,PROD0198,CUST1334,4,7081,411,4
ORD05134,PROD0337,CUST0259,3,894,235,4
ORD05509,PROD0142,CUST2054,3,4303,180,2
ORD08778,PROD0187,CUST0258,2,10884,213,1
ORD04347,PROD0231,CUST1531,1,6404,206,5
ORD06078,PROD0111,CUST1049,1,11750,201,4
ORD02469,PROD0390,CUST2053,2,6086,203,2
ORD06902,PROD0002,CUST0697,1,11218,166,2
ORD09190,PROD0013,CUST1322,4,11104,429,3
ORD07367,PROD0343,CUST0810,4,10233,267,5
ORD01636,PROD0267,CUST2256,2,6146,133,1
ORD01395,PROD0027,CUST2454,4,6965,492,1
ORD02680,PROD0422,CUST2123,4,7592,152,1
ORD03994,PROD0187,CUST2277,4,7457,496,3
ORD09005,PROD0182,CUST1904,1,9512,475,5
ORD01319,PROD0136,CUST2132,1,11277,276,2
ORD03857,PROD0285,CUST1464,4,9624,324,2
ORD01668,PROD0015,CUST2393,3,2477,392,3
ORD07180,PROD0121,CUST0201,2,4634,256,4
ORD08663,PROD0048,CUST0707,1,4758,327,1
ORD04549,PROD0221,CUST0058,4,2602,484,4
ORD01460,PROD0188,CUST1783,1,1812,436,1
ORD01068,PROD0014,CUST2088,4,4357,373,1
ORD07477,PROD0360,CUST2488,3,9423,239,3
ORD08483,PROD0052,CUST0608,2,10375,401,2
ORD08047,PROD0208,CUST1582,3,816,103,3
ORD07066,PROD0045,CUST1359,4,5027,330,3
ORD05244,PROD0087,CUST2352,1,946,108,3
ORD07468,PROD0340,CUST0831,4,11250,458,1
ORD01144,PROD0098,CUST2066,1,4982,146,1
ORD03130,PROD0038,CUST0012,4,5811,53,5
ORD05585,PROD0360,CUST1414,4,2218,296,2
ORD07237,PROD0081,CUST0466,4,2511,294,4
ORD01294,PROD0414,CUST1593,4,6761,197,1
ORD03210,PROD0492,CUST1047,2,5750,338,3
ORD07752,PROD0072,CUST2188,3,4914,282,5
ORD03188,PROD0254,CUST0635,1,8722,478,5
ORD01750,PROD0201,CUST2192,3,9928,228,4
ORD00286,PROD0055,CUST1253,2,8629,392,3
ORD08147,PROD0015,CUST0979,1,11535,73,2
ORD05775,PROD0360,CUST1951,4,5034,416,4
ORD05900,PROD0072,CUST2043,4,1607,429,1
ORD05651,PROD0159,CUST0805,2,3605,399,4
ORD09102,PROD0490,CUST0230,3,5511,291,4
ORD00180,PROD0251,CUST1216,1,5729,138,4
ORD03538,PROD0173,CUST2107,4,9774,415,5
ORD04354,PROD0230,CUST2454,2,9846,298,5
ORD05290,PROD0293,CUST0332,1,11708,256,4
ORD00279,PROD0439,CUST0928,3,5437,182,3
ORD04310,PROD0325,CUST2089,2,3710,113,2
ORD08005,PROD0136,CUST0526,1,4683,471,2
ORD05897,PROD0403,CUST2464,3,8780,338,1
ORD08882,PROD0078,CUST1976,4,5749,203,3
ORD00384,PROD0133,CUST0469,2,8016,409,2
ORD03282,PROD0312,CUST1093,4,8816,462,5
ORD05247,PROD0478,CUST0074,2,4860,111,5
ORD00188,PROD0199,CUST0082,3,9102,350,1
ORD08100,PROD0205,CUST0518,4,8564,56,5
ORD09168,PROD0111,CUST0884,3,1005,310,2
ORD02994,PROD0241,CUST0896,1,1006,394,5
ORD09146,PROD0458,CUST2462,2,9028,214,2
ORD02331,PROD0366,CUST1640,2,5692,302,1
ORD02751,PROD0181,CUST2005,4,3085,84,5
ORD03805,PROD0371,CUST0504,1,6397,281,4
ORD03717,PROD0312,CUST1822,4,5886,173,4
ORD03615,PROD0202,CUST0478,4,11238,354,1
ORD08778,PROD0085,CUST0655,3,4428,364,4
ORD01211,PROD0301,CUST1377,2,3900,260,5
ORD03402,PROD0006,CUST0210,4,2268,293,5
ORD06209,PROD0159,CUST1031,2,961,372,3
ORD06624,PROD0281,CUST2375,1,5769,333,5
ORD08949,PROD0233,CUST1300,4,5517,316,2
ORD01594,PROD0280,CUST1000,2,11702,399,2
ORD05352,PROD0362,CUST2016,1,2625,484,1
ORD08756,PROD0490,CUST0857,2,10938,129,1
ORD03028,PROD0073,CUST2062,4,2134,487,4
ORD03818,PROD0045,CUST0263,4,10160,197,4
ORD00961,PROD0446,CUST1207,1,10222,308,2
ORD03098,PROD0128,CUST1758,1,7158,98,1
ORD07840,PROD0403,CUST0255,2,9626,331,3
ORD06678,PROD0242,CUST0443,1,6604,328,5
ORD03932,PROD0437,CUST0039,4,6207,131,4
ORD06896,PROD0315,CUST2153,2,11489,477,4
ORD03428,PROD0289,CUST2315,1,3844,120,4
ORD09433,PROD0011,CUST2365,4,7619,246,2
ORD01102,PROD0429,CUST0651,1,3831,283,3
ORD07241,PROD0177,CUST1549,2,10110,399,1
ORD00758,PROD0350,CUST2185,4,3996,434,3
ORD04495,PROD0253,CUST0904,2,2635,405,1
ORD04313,PROD0295,CUST0114,1,2058,353,2
ORD02894,PROD0143,CUST0406,4,5081,311,5
ORD05777,PROD0215,CUST1915,2,10998,471,2
ORD09639,PROD0010,CUST0448,2,1009,292,1
ORD02290,PROD0240,CUST0709,3,8426,164,3
ORD06040,PROD0276,CUST0043,2,1313,314,5
ORD01226,PROD0238,CUST1162,1,11257,103,3
ORD06673,PROD0275,CUST1720,4,2671,115,1
ORD03911,PROD0321,CUST2189,4,4507,259,3
ORD02675,PROD0128,CUST1466,3,1545,443,3
ORD09367,PROD0325,CUST0172,2,11068,81,2
ORD06036,PROD0455,CUST0433,1,6957,416,4
ORD08062,PROD0226,CUST0654,3,1646,287,3
ORD07053,PROD0202,CUST1715,2,11490,194,2
ORD04769,PROD0324,CUST1767,3,7679,368,5
ORD03938,PROD0184,CUST0079,3,11183,53,2
ORD01676,PROD0165,CUST0551,3,6772,308,1
ORD06439,PROD0018,CUST1010,4,7150,228,1
ORD08211,PROD0176,CUST1674,1,7947,472,3
ORD03817,PROD0455,CUST0542,2,11909,368,4
ORD09963,PROD0133,CUST1378,2,10136,369,1
ORD03581,PROD0446,CUST1015,4,6670,170,3
ORD06782,PROD0113,CUST0153,4,1636,139,2
ORD07289,PROD0367,CUST1913,4,2427,360,2
ORD08274,PROD0432,CUST1951,1,6995,111,5
ORD07631,PROD0411,CUST0271,1,10997,91,5
ORD09341,PROD0493,CUST0822,4,6801,385,5
ORD05404,PROD0437,CUST1396,3,11147,94,1
ORD04325,PROD0066,CUST1846,4,8486,441,2
ORD08400,PROD0462,CUST1211,3,2658,67,4
ORD07510,PROD0477,CUST0260,2,10881,286,1
ORD06551,PROD0416,CUST1252,2,7694,482,3
ORD04320,PROD0424,CUST0908,4,7730,432,1
ORD03788,PROD0432,CUST1537,4,5029,322,5
ORD00183,PROD0452,CUST2051,1,8053,211,5
ORD02549,PROD0189,CUST0442,4,11799,56,1
ORD00742,PROD0086,CUST1335,2,9641,106,4
ORD01132,PROD0436,CUST0469,2,4363,184,3
ORD01205,PROD0115,CUST2306,1,3313,139,1
ORD09397,PROD0477,CUST0572,2,1670,260,1
ORD03097,PROD0235,CUST0008,2,9143,497,5
ORD03948,PROD0077,CUST2314,4,3352,264,2
