delivery_id,order_id,delivery_days,delivery_status,shipping_cost
DEL02778,ORD02778,13,Delivered,153
DEL02779,ORD02779,6,Delayed,242
DEL02780,ORD02780,5,Delivered,482
DEL02781,ORD02781,11,Delayed,453
DEL02782,ORD02782,6,Delivered,369
DEL02783,ORD02783,7,Delivered,206
DEL02784,ORD02784,2,Delivered,214
DEL02785,ORD02785,6,Delayed,491
DEL02786,ORD02786,14,Delayed,461
DEL02787,ORD02787,5,Delivered,243
DEL02788,ORD02788,8,Delivered,240
DEL02789,ORD02789,6,Delayed,234
DEL02790,ORD02790,11,Delivered,227
DEL02791,ORD02791,10,Delivered,457
DEL02792,ORD02792,7,Delayed,204
DEL02793,ORD02793,5,Delayed,448
DEL02794,ORD02794,14,Delayed,357
DEL02795,ORD02795,9,Delivered,333
DEL02796,ORD02796,6,Delivered,183
DEL02797,ORD02797,8,Delivered,366
DEL02798,ORD02798,11,Delayed,290
DEL02799,ORD02799,8,Delivered,53
DEL02800,ORD02800,8,Delayed,60
DEL02801,ORD02801,14,Delayed,405
DEL02802,ORD02802,5,Delayed,432
DEL02803,ORD02803,11,Delivered,438
DEL02804,ORD02804,14,Delivered,330
DEL02805,ORD02805,2,Delivered,201
DEL02806,ORD02806,13,Delivered,167
DEL02807,ORD02807,12,Delivered,284
DEL02808,ORD02808,6,Delivered,192
DEL02809,ORD02809,7,Delayed,189
DEL02810,ORD02810,14,Delivered,484
DEL02811,ORD02811,7,Delayed,461
DEL02812,ORD02812,9,Delayed,223
DEL02813,ORD02813,9,Delivered,467
DEL02814,ORD02814,5,Delivered,95
DEL02815,ORD02815,13,Delivered,297
DEL02816,ORD02816,6,Delayed,71
DEL02817,ORD02817,8,Delivered,172
DEL02818,ORD02818,12,Delivered,221
DEL02819,ORD02819,2,Delayed,170
DEL02820,ORD02820,6,Delivered,131
DEL02821,ORD02821,7,Delivered,348
DEL02822,ORD02822,5,Delivered,71
DEL02823,ORD02823,5,Delivered,85
DEL02824,ORD02824,5,Delivered,161
DEL02825,ORD02825,9,Delivered,455
DEL02826,ORD02826,11,Delivered,430
DEL02827,ORD02827,5,Delivered,216
DEL02828,ORD02828,4,Delivered,146
DEL02829,ORD02829,7,Delivered,175
DEL02830,ORD02830,5,Delivered,230
DEL02831,ORD02831,12,Delivered,217
DEL02832,ORD02832,10,Delivered,225
DEL02833,ORD02833,10,Delivered,227
DEL02834,ORD02834,8,Delivered,58
DEL02835,ORD02835,13,Delivered,467
DEL02836,ORD02836,2,Delivered,165
DEL02837,ORD02837,5,Delayed,323
DEL02838,ORD02838,10,Delivered,266
DEL02839,ORD02839,8,Delivered,210
DEL02840,ORD02840,11,Delivered,158
DEL02841,ORD02841,3,Delivered,123
DEL02842,ORD02842,7,Delayed,214
DEL02843,ORD02843,5,Delivered,459
DEL02844,ORD02844,14,Delayed,288
DEL02845,ORD02845,6,Delayed,291
DEL02846,ORD02846,9,Delayed,165
DEL02847,ORD02847,8,Delivered,174
DEL02848,ORD02848,8,Delayed,498
DEL02849,ORD02849,8,Delivered,173
DEL02850,ORD02850,3,Delayed,226
DEL02851,ORD02851,7,Delayed,199
DEL02852,ORD02852,6,Delivered,87
DEL02853,ORD02853,12,Delayed,468
DEL02854,ORD02854,2,Delivered,178
DEL02855,ORD02855,5,Delivered,498
DEL02856,ORD02856,9,Delayed,233
DEL02857,ORD02857,12,Delayed,415
DEL02858,ORD02858,8,Delivered,105
DEL02859,ORD02859,13,Delivered,392
DEL02860,ORD02860,10,Delivered,215
DEL02861,ORD02861,13,Delayed,417
DEL02862,ORD02862,8,Delayed,402
DEL02863,ORD02863,10,Delivered,309
DEL02864,ORD02864,7,Delivered,477
DEL02865,ORD02865,6,Delayed,184
DEL02866,ORD02866,7,Delivered,192
DEL02867,ORD02867,2,Delivered,134
DEL02868,ORD02868,9,Delivered,322
DEL02869,ORD02869,7,Delivered,184
DEL02870,ORD02870,3,Delayed,51
DEL02871,ORD02871,5,Delivered,171
DEL02872,ORD02872,7,Delivered,61
DEL02873,ORD02873,6,Delivered,176
DEL02874,ORD02874,5,Delivered,70
DEL02875,ORD02875,5,Delivered,470
DEL02876,ORD02876,6,Delayed,500
DEL02877,ORD02877,11,Delivered,434
DEL02878,ORD02878,6,Delayed,340
DEL02879,ORD02879,11,Delivered,215
DEL02880,ORD02880,12,Delayed,301
DEL02881,ORD02881,9,Delivered,284
DEL02882,ORD02882,5,Delivered,348
DEL02883,ORD02883,10,Delivered,222
DEL02884,ORD02884,5,Delivered,128
DEL02885,ORD02885,4,Delayed,119
DEL02886,ORD02886,6,Delayed,454
DEL02887,ORD02887,2,Delivered,81
DEL02888,ORD02888,8,Delayed,266
DEL02889,ORD02889,14,Delivered,380
DEL02890,ORD02890,8,Delivered,207
DEL02891,ORD02891,5,Delayed,173
DEL02892,ORD02892,8,Delivered,300
DEL02893,ORD02893,5,Delivered,143
DEL02894,ORD02894,7,Delivered,141
DEL02895,ORD02895,7,Delivered,67
DEL02896,ORD02896,6,Delivered,73
DEL02897,ORD02897,6,Delivered,153
DEL02898,ORD02898,6,Delivered,337
DEL02899,ORD02899,12,Delivered,460
DEL02900,ORD02900,5,Delivered,106
DEL02901,ORD02901,4,Delayed,199
DEL02902,ORD02902,8,Delivered,210
DEL02903,ORD02903,8,Delivered,458
DEL02904,ORD02904,2,Delivered,162
DEL02905,ORD02905,3,Delivered,225
DEL02906,ORD02906,13,Delayed,261
DEL02907,ORD02907,5,Delivered,129
DEL02908,ORD02908,4,Delivered,51
DEL02909,ORD02909,11,Delivered,347
DEL02910,ORD02910,11,Delivered,156
DEL02911,ORD02911,5,Delivered,233
DEL02912,ORD02912,8,Delivered,89
DEL02913,ORD02913,13,Delivered,215
DEL02914,ORD02914,13,Delayed,362
DEL02915,ORD02915,3,Delivered,173
DEL02916,ORD02916,12,Delivered,218
DEL02917,ORD02917,14,Delivered,255
DEL02918,ORD02918,9,Delayed,334
DEL02919,ORD02919,6,Delivered,92
DEL02920,ORD02920,11,Delayed,355
DEL02921,ORD02921,2,Delivered,119
DEL02922,ORD02922,6,Delivered,243
DEL02923,ORD02923,8,Delivered,324
DEL02924,ORD02924,14,Delivered,437
DEL02925,ORD02925,7,Delayed,129
DEL02926,ORD02926,4,Delivered,75
DEL02927,ORD02927,7,Delivered,210
DEL02928,ORD02928,7,Delivered,110
DEL02929,ORD02929,12,Delivered,159
DEL02930,ORD02930,11,Delayed,279
DEL02931,ORD02931,2,Delivered,71
DEL02932,ORD02932,14,Delayed,329
DEL02933,ORD02933,8,Delivered,210
DEL02934,ORD02934,4,Delivered,92
DEL02935,ORD02935,12,Delayed,443
DEL02936,ORD02936,8,Delivered,359
DEL02937,ORD02937,4,Delivered,197
DEL02938,ORD02938,5,Delivered,168
DEL02939,ORD02939,5,Delivered,174
DEL02940,ORD02940,10,Delivered,436
DEL02941,ORD02941,9,Delivered,195
DEL02942,ORD02942,2,Delivered,199
DEL02943,ORD02943,2,Delivered,190
DEL02944,ORD02944,7,Delayed,371
DEL02945,ORD02945,8,Delayed,252
DEL02946,ORD02946,12,Delivered,357
DEL02947,ORD02947,5,Delivered,198
DEL02948,ORD02948,14,Delivered,204
DEL02949,ORD02949,2,Delivered,128
DEL02950,ORD02950,11,Delivered,278
DEL02951,ORD02951,6,Delayed,283
DEL02952,ORD02952,2,Delivered,72
DEL02953,ORD02953,5,Delivered,74
DEL02954,ORD02954,8,Delivered,114
DEL02955,ORD02955,2,Delivered,129
DEL02956,ORD02956,6,Delivered,72
DEL02957,ORD02957,3,Delivered,185
DEL02958,ORD02958,11,Delayed,382
DEL02959,ORD02959,5,Delivered,168
DEL02960,ORD02960,5,Delayed,96
DEL02961,ORD02961,7,Delivered,150
DEL02962,ORD02962,8,Delivered,384
DEL02963,ORD02963,8,Delivered,495
DEL02964,ORD02964,13,Delivered,348
DEL02965,ORD02965,3,Delayed,118
DEL02966,ORD02966,5,Delivered,76
DEL02967,ORD02967,10,Delivered,499
DEL02968,ORD02968,7,Delivered,400
DEL02969,ORD02969,6,Delivered,498
DEL02970,ORD02970,2,Delivered,169
DEL02971,ORD02971,7,Delivered,361
DEL02972,ORD02972,5,Delivered,180
DEL02973,ORD02973,6,Delivered,226
DEL02974,ORD02974,5,Delivered,243
DEL02975,ORD02975,4,Delivered,222
DEL02976,ORD02976,10,Delivered,406
DEL02977,ORD02977,8,Delivered,201
DEL02978,ORD02978,8,Delivered,360
DEL02979,ORD02979,2,Delivered,93
DEL02980,ORD02980,12,Delayed,352
DEL02981,ORD02981,8,Delayed,245
DEL02982,ORD02982,5,Delivered,117
DEL02983,ORD02983,5,Delivered,217
DEL02984,ORD02984,6,Delivered,116
DEL02985,ORD02985,12,Delivered,190
DEL02986,ORD02986,9,Delayed,376
DEL02987,ORD02987,5,Delivered,476
DEL02988,ORD02988,10,Delivered,273
DEL02989,ORD02989,14,Delivered,481
DEL02990,ORD02990,13,Delivered,462
DEL02991,ORD02991,14,Delivered,282
DEL02992,ORD02992,8,Delayed,375
DEL02993,ORD02993,9,Delayed,433
DEL02994,ORD02994,12,Delivered,418
DEL02995,ORD02995,13,Delivered,260
DEL02996,ORD02996,4,Delivered,153
DEL02997,ORD02997,14,Delivered,211
DEL02998,ORD02998,5,Delayed,127
DEL02999,ORD02999,2,Delayed,228
DEL03000,ORD03000,12,Delivered,263
DEL03001,ORD03001,9,Delivered,194
DEL03002,ORD03002,3,Delivered,95
DEL03003,ORD03003,5,Delivered,310
DEL03004,ORD03004,11,Delivered,334
DEL03005,ORD03005,5,Delivered,211
DEL03006,ORD03006,8,Delayed,299
DEL03007,ORD03007,4,Delivered,215
DEL03008,ORD03008,8,Delivered,160
DEL03009,ORD03009,8,Delayed,219
DEL03010,ORD03010,14,Delivered,467
DEL03011,ORD03011,10,Delivered,454
DEL03012,ORD03012,14,Delayed,295
DEL03013,ORD03013,5,Delivered,195
DEL03014,ORD03014,5,Delivered,61
DEL03015,ORD03015,2,Delayed,224
DEL03016,ORD03016,6,Delivered,350
DEL03017,ORD03017,4,Delayed,201
DEL03018,ORD03018,6,Delivered,212
DEL03019,ORD03019,3,Delayed,110
DEL03020,ORD03020,11,Delivered,194
DEL03021,ORD03021,10,Delayed,378
DEL03022,ORD03022,9,Delivered,392
DEL03023,ORD03023,10,Delayed,161
DEL03024,ORD03024,7,Delivered,359
DEL03025,ORD03025,2,Delivered,235
DEL03026,ORD03026,5,Delivered,135
DEL03027,ORD03027,2,Delivered,173
DEL03028,ORD03028,7,Delayed,80
DEL03029,ORD03029,3,Delayed,111
DEL03030,ORD03030,2,Delivered,105
DEL03031,ORD03031,8,Delivered,401
DEL03032,ORD03032,14,Delivered,480
DEL03033,ORD03033,6,Delayed,256
DEL03034,ORD03034,12,Delayed,360
DEL03035,ORD03035,2,Delayed,135
DEL03036,ORD03036,8,Delivered,52
DEL03037,ORD03037,5,Delayed,471
DEL03038,ORD03038,8,Delivered,214
DEL03039,ORD03039,11,Delivered,286
DEL03040,ORD03040,12,Delivered,420
DEL03041,ORD03041,7,Delivered,215
DEL03042,ORD03042,7,Delivered,118
DEL03043,ORD03043,5,Delivered,266
DEL03044,ORD03044,12,Delivered,259
DEL03045,ORD03045,9,Delivered,497
DEL03046,ORD03046,9,Delivered,467
DEL03047,ORD03047,13,Delayed,179
DEL03048,ORD03048,6,Delivered,381
DEL03049,ORD03049,3,Delivered,219
DEL03050,ORD03050,8,Delivered,192
DEL03051,ORD03051,4,Delivered,241
DEL03052,ORD03052,9,Delayed,286
DEL03053,ORD03053,6,Delivered,218
DEL03054,ORD03054,14,Delivered,260
DEL03055,ORD03055,5,Delayed,386
DEL03056,ORD03056,11,Delayed,152
DEL03057,ORD03057,7,Delayed,366
DEL03058,ORD03058,6,Delivered,335
DEL03059,ORD03059,7,Delayed,460
DEL03060,ORD03060,5,Delivered,147
DEL03061,ORD03061,14,Delayed,234
DEL03062,ORD03062,11,Delivered,330
DEL03063,ORD03063,8,Delivered,165
DEL03064,ORD03064,2,Delivered,140
DEL03065,ORD03065,7,Delivered,499
DEL03066,ORD03066,5,Delivered,210
DEL03067,ORD03067,4,Delivered,105
DEL03068,ORD03068,5,Delivered,161
DEL03069,ORD03069,6,Delayed,490
DEL03070,ORD03070,5,Delayed,346
DEL03071,ORD03071,5,Delivered,304
DEL03072,ORD03072,5,Delivered,440
DEL03073,ORD03073,10,Delivered,302
DEL03074,ORD03074,3,Delivered,182
DEL03075,ORD03075,6,Delayed,164
DEL03076,ORD03076,8,Delayed,184
DEL03077,ORD03077,9,Delayed,318
DEL03078,ORD03078,8,Delayed,419
DEL03079,ORD03079,6,Delivered,424
DEL03080,ORD03080,8,Delayed,413
DEL03081,ORD03081,4,Delivered,83
DEL03082,ORD03082,13,Delivered,325
DEL03083,ORD03083,10,Delivered,481
DEL03084,ORD03084,8,Delivered,185
DEL03085,ORD03085,10,Delivered,323
DEL03086,ORD03086,5,Delivered,412
DEL03087,ORD03087,7,Delayed,236
DEL03088,ORD03088,4,Delivered,127
DEL03089,ORD03089,5,Delivered,149
DEL03090,ORD03090,5,Delivered,300
DEL03091,ORD03091,14,Delayed,208
DEL03092,ORD03092,5,Delivered,411
DEL03093,ORD03093,9,Delayed,358
DEL03094,ORD03094,8,Delivered,320
DEL03095,ORD03095,6,Delivered,142
DEL03096,ORD03096,14,Delivered,257
DEL03097,ORD03097,13,Delivered,411
DEL03098,ORD03098,13,Delayed,218
DEL03099,ORD03099,5,Delivered,248
DEL03100,ORD03100,8,Delivered,165
DEL03101,ORD03101,4,Delivered,145
DEL03102,ORD03102,10,Delayed,295
DEL03103,ORD03103,7,Delivered,261
DEL03104,ORD03104,9,Delayed,450
DEL03105,ORD03105,12,Delivered,455
DEL03106,ORD03106,5,Delivered,402
DEL03107,ORD03107,10,Delivered,336
DEL03108,ORD03108,13,Delivered,308
DEL03109,ORD03109,5,Delayed,117
DEL03110,ORD03110,11,Delivered,368
DEL03111,ORD03111,4,Delivered,157
DEL03112,ORD03112,2,Delivered,89
DEL03113,ORD03113,3,Delayed,137
DEL03114,ORD03114,12,Delivered,370
DEL03115,ORD03115,7,Delivered,55
DEL03116,ORD03116,7,Delivered,228
DEL03117,ORD03117,5,Delivered,142
DEL03118,ORD03118,9,Delayed,338
DEL03119,ORD03119,9,Delivered,202
DEL03120,ORD03120,5,Delivered,323
DEL03121,ORD03121,10,Delivered,434
DEL03122,ORD03122,10,Delayed,332
DEL03123,ORD03123,10,Delayed,372
DEL03124,ORD03124,11,Delayed,435
DEL03125,ORD03125,8,Delayed,340
DEL03126,ORD03126,7,Delivered,245
DEL03127,ORD03127,2,Delivered,193
DEL03128,ORD03128,4,Delivered,244
DEL03129,ORD03129,2,Delivered,57
DEL03130,ORD03130,9,Delivered,252
DEL03131,ORD03131,10,Delayed,318
DEL03132,ORD03132,4,Delivered,246
DEL03133,ORD03133,5,Delivered,199
DEL03134,ORD03134,6,Delayed,148
DEL03135,ORD03135,7,Delayed,112
DEL03136,ORD03136,2,Delivered,184
DEL03137,ORD03137,6,Delivered,189
DEL03138,ORD03138,6,Delivered,167
DEL03139,ORD03139,3,Delivered,202
DEL03140,ORD03140,10,Delivered,254
DEL03141,ORD03141,11,Delivered,295
DEL03142,ORD03142,7,Delivered,98
DEL03143,ORD03143,8,Delivered,442
DEL03144,ORD03144,6,Delivered,60
DEL03145,ORD03145,8,Delivered,428
DEL03146,ORD03146,6,Delayed,93
DEL03147,ORD03147,13,Delayed,422
DEL03148,ORD03148,4,Delayed,122
DEL03149,ORD03149,6,Delivered,75
DEL03150,ORD03150,8,Delivered,165
DEL03151,ORD03151,9,Delayed,219
DEL03152,ORD03152,3,Delivered,126
DEL03153,ORD03153,7,Delivered,300
DEL03154,ORD03154,5,Delivered,124
DEL03155,ORD03155,11,Delivered,307
DEL03156,ORD03156,9,Delayed,387
DEL03157,ORD03157,7,Delivered,403
DEL03158,ORD03158,5,Delivered,111
DEL03159,ORD03159,13,Delayed,197
DEL03160,ORD03160,5,Delivered,163
DEL03161,ORD03161,9,Delivered,462
DEL03162,ORD03162,11,Delivered,419
DEL03163,ORD03163,9,Delivered,281
DEL03164,ORD03164,3,Delivered,195
DEL03165,ORD03165,8,Delayed,197
DEL03166,ORD03166,11,Delivered,356
DEL03167,ORD03167,8,Delivered,464
DEL03168,ORD03168,11,Delayed,448
DEL03169,ORD03169,6,Delivered,146
DEL03170,ORD03170,5,Delivered,149
DEL03171,ORD03171,2,Delivered,81
DEL03172,ORD03172,3,Delivered,85
DEL03173,ORD03173,8,Delayed,490
DEL03174,ORD03174,9,Delivered,346
DEL03175,ORD03175,7,Delivered,176
DEL03176,ORD03176,8,Delayed,398
DEL03177,ORD03177,5,Delayed,348
DEL03178,ORD03178,8,Delivered,413
DEL03179,ORD03179,13,Delivered,317
DEL03180,ORD03180,5,Delayed,285
DEL03181,ORD03181,14,Delayed,347
DEL03182,ORD03182,12,Delivered,489
DEL03183,ORD03183,12,Delivered,407
DEL03184,ORD03184,5,Delivered,330
DEL03185,ORD03185,11,Delayed,476
DEL03186,ORD03186,4,Delivered,213
DEL03187,ORD03187,4,Delayed,104
DEL03188,ORD03188,7,Delivered,389
DEL03189,ORD03189,2,Delayed,115
DEL03190,ORD03190,8,Delayed,278
DEL03191,ORD03191,5,Delivered,181
DEL03192,ORD03192,13,Delivered,370
DEL03193,ORD03193,7,Delayed,75
DEL03194,ORD03194,5,Delivered,277
DEL03195,ORD03195,2,Delayed,196
DEL03196,ORD03196,5,Delivered,324
DEL03197,ORD03197,8,Delivered,264
DEL03198,ORD03198,4,Delivered,62
DEL03199,ORD03199,8,Delayed,245
DEL03200,ORD03200,6,Delayed,171
DEL03201,ORD03201,7,Delivered,102
DEL03202,ORD03202,7,Delivered,201
DEL03203,ORD03203,9,Delivered,215
DEL03204,ORD03204,2,Delivered,50
DEL03205,ORD03205,6,Delivered,69
DEL03206,ORD03206,2,Delivered,59
DEL03207,ORD03207,14,Delivered,191
DEL03208,ORD03208,12,Delayed,485
DEL03209,ORD03209,14,Delivered,358
DEL03210,ORD03210,2,Delivered,135
DEL03211,ORD03211,2,Delivered,230
DEL03212,ORD03212,6,Delivered,159
DEL03213,ORD03213,9,Delivered,260
DEL03214,ORD03214,8,Delivered,99
DEL03215,ORD03215,12,Delayed,395
DEL03216,ORD03216,6,Delivered,263
DEL03217,ORD03217,5,Delayed,454
DEL03218,ORD03218,6,Delivered,355
DEL03219,ORD03219,4,Delivered,136
DEL03220,ORD03220,12,Delivered,206
DEL03221,ORD03221,3,Delivered,89
DEL03222,ORD03222,6,Delivered,462
DEL03223,ORD03223,8,Delivered,194
DEL03224,ORD03224,5,Delivered,139
DEL03225,ORD03225,7,Delivered,263
DEL03226,ORD03226,11,Delivered,332
DEL03227,ORD03227,11,Delivered,224
DEL03228,ORD03228,10,Delivered,323
DEL03229,ORD03229,3,Delivered,63
DEL03230,ORD03230,7,Delivered,171
DEL03231,ORD03231,12,Delivered,310
DEL03232,ORD03232,10,Delayed,500
DEL03233,ORD03233,5,Delivered,60
DEL03234,ORD03234,10,Delayed,386
DEL03235,ORD03235,7,Delayed,192
DEL03236,ORD03236,11,Delayed,382
DEL03237,ORD03237,3,Delayed,96
DEL03238,ORD03238,8,Delayed,444
DEL03239,ORD03239,5,Delayed,472
DEL03240,ORD03240,13,Delayed,294
DEL03241,ORD03241,6,Delivered,364
DEL03242,ORD03242,12,Delivered,447
DEL03243,ORD03243,6,Delivered,420
DEL03244,ORD03244,9,Delivered,240
DEL03245,ORD03245,11,Delayed,420
DEL03246,ORD03246,6,Delivered,443
DEL03247,ORD03247,9,Delayed,185
DEL03248,ORD03248,10,Delivered,306
DEL03249,ORD03249,10,Delivered,200
DEL03250,ORD03250,8,Delivered,295
DEL03251,ORD03251,8,Delayed,264
DEL03252,ORD03252,8,Delivered,153
DEL03253,ORD03253,9,Delivered,249
DEL03254,ORD03254,5,Delayed,445
DEL03255,ORD03255,6,Delayed,357
DEL03256,ORD03256,8,Delayed,380
DEL03257,ORD03257,7,Delayed,199
DEL03258,ORD03258,9,Delivered,375
DEL03259,ORD03259,10,Delivered,468
DEL03260,ORD03260,8,Delayed,471
DEL03261,ORD03261,2,Delivered,164
DEL03262,ORD03262,4,Delivered,147
DEL03263,ORD03263,5,Delivered,204
DEL03264,ORD03264,10,Delivered,459
DEL03265,ORD03265,14,Delivered,272
DEL03266,ORD03266,5,Delayed,327
DEL03267,ORD03267,2,Delivered,248
DEL03268,ORD03268,3,Delivered,113
DEL03269,ORD03269,12,Delivered,451
DEL03270,ORD03270,4,Delivered,214
DEL03271,ORD03271,6,Delivered,232
DEL03272,ORD03272,5,Delivered,347
DEL03273,ORD03273,10,Delayed,226
DEL03274,ORD03274,14,Delayed,253
DEL03275,ORD03275,12,Delayed,160
DEL03276,ORD03276,8,Delivered,144
DEL03277,ORD03277,11,Delayed,242
DEL03278,ORD03278,6,Delivered,215
DEL03279,ORD03279,7,Delivered,380
DEL03280,ORD03280,11,Delayed,163
DEL03281,ORD03281,8,Delivered,239
DEL03282,ORD03282,6,Delivered,437
DEL03283,ORD03283,6,Delayed,163
DEL03284,ORD03284,11,Delivered,151
DEL03285,ORD03285,14,Delayed,292
DEL03286,ORD03286,13,Delayed,184
DEL03287,ORD03287,5,Delayed,250
DEL03288,ORD03288,7,Delivered,153
DEL03289,ORD03289,2,Delayed,138
DEL03290,ORD03290,5,Delivered,169
DEL03291,ORD03291,8,Delivered,62
DEL03292,ORD03292,5,Delivered,84
DEL03293,ORD03293,3,Delivered,75
DEL03294,ORD03294,11,Delayed,481
DEL03295,ORD03295,5,Delivered,128
DEL03296,ORD03296,5,Delivered,101
DEL03297,ORD03297,4,Delivered,149
DEL03298,ORD03298,7,Delayed,78
DEL03299,ORD03299,7,Delivered,168
DEL03300,ORD03300,8,Delivered,338
DEL03301,ORD03301,7,Delivered,219
DEL03302,ORD03302,13,Delayed,493
DEL03303,ORD03303,5,Delivered,174
DEL03304,ORD03304,11,Delayed,389
DEL03305,ORD03305,5,Delivered,213
DEL03306,ORD03306,13,Delivered,211
DEL03307,ORD03307,12,Delivered,404
DEL03308,ORD03308,4,Delivered,177
DEL03309,ORD03309,10,Delayed,464
DEL03310,ORD03310,13,Delivered,307
DEL03311,ORD03311,10,Delayed,347
DEL03312,ORD03312,5,Delivered,242
DEL03313,ORD03313,7,Delayed,168
DEL03314,ORD03314,3,Delivered,65
DEL03315,ORD03315,11,Delivered,477
DEL03316,ORD03316,11,Delivered,401
DEL03317,ORD03317,14,Delayed,365
DEL03318,ORD03318,3,Delivered,103
DEL03319,ORD03319,8,Delivered,471
DEL03320,ORD03320,5,Delivered,192
DEL03321,ORD03321,11,Delivered,421
DEL03322,ORD03322,4,Delivered,109
DEL03323,ORD03323,7,Delayed,366
DEL03324,ORD03324,7,Delayed,456
DEL03325,ORD03325,5,Delivered,114
DEL03326,ORD03326,6,Delivered,245
DEL03327,ORD03327,6,Delivered,220
DEL03328,ORD03328,10,Delivered,212
DEL03329,ORD03329,3,Delivered,82
DEL03330,ORD03330,6,Delayed,375
DEL03331,ORD03331,5,Delayed,135
DEL03332,ORD03332,8,Delayed,440
DEL03333,ORD03333,4,Delivered,244
DEL03334,ORD03334,10,Delayed,316
DEL03335,ORD03335,7,Delivered,173
DEL03336,ORD03336,2,Delivered,167
DEL03337,ORD03337,7,Delivered,492
DEL03338,ORD03338,10,Delivered,255
DEL03339,ORD03339,7,Delivered,69
DEL03340,ORD03340,12,Delivered,330
DEL03341,ORD03341,3,Delivered,167
DEL03342,ORD03342,4,Delivered,181
DEL03343,ORD03343,11,Delayed,452
DEL03344,ORD03344,12,Delivered,479
DEL03345,ORD03345,3,Delivered,206
DEL03346,ORD03346,14,Delivered,201
DEL03347,ORD03347,8,Delayed,167
DEL03348,ORD03348,6,Delivered,130
DEL03349,ORD03349,6,Delivered,244
DEL03350,ORD03350,7,Delivered,119
DEL03351,ORD03351,5,Delivered,184
DEL03352,ORD03352,12,Delivered,453
DEL03353,ORD03353,3,Delivered,139
DEL03354,ORD03354,3,Delayed,79
DEL03355,ORD03355,6,Delayed,418
DEL03356,ORD03356,6,Delivered,213
DEL03357,ORD03357,6,Delivered,214
DEL03358,ORD03358,14,Delivered,275
DEL03359,ORD03359,8,Delivered,420
DEL03360,ORD03360,7,Delivered,69
DEL03361,ORD03361,12,Delayed,169
DEL03362,ORD03362,12,Delivered,339
DEL03363,ORD03363,11,Delayed,296
DEL03364,ORD03364,11,Delivered,245
DEL03365,ORD03365,10,Delivered,295
DEL03366,ORD03366,5,Delayed,241
DEL03367,ORD03367,10,Delayed,278
DEL03368,ORD03368,7,Delivered,228
DEL03369,ORD03369,14,Delivered,295
DEL03370,ORD03370,12,Delayed,276
DEL03371,ORD03371,9,Delivered,347
DEL03372,ORD03372,14,Delayed,324
DEL03373,ORD03373,12,Delivered,500
DEL03374,ORD03374,11,Delayed,175
DEL03375,ORD03375,14,Delayed,419
DEL03376,ORD03376,5,Delivered,376
DEL03377,ORD03377,6,Delivered,350
DEL03378,ORD03378,6,Delayed,282
DEL03379,ORD03379,7,Delayed,150
DEL03380,ORD03380,9,Delivered,474
DEL03381,ORD03381,11,Delivered,184
DEL03382,ORD03382,14,Delivered,322
DEL03383,ORD03383,13,Delivered,321
DEL03384,ORD03384,8,Delivered,495
DEL03385,ORD03385,4,Delivered,237
DEL03386,ORD03386,13,Delayed,324
DEL03387,ORD03387,8,Delivered,67
DEL03388,ORD03388,7,Delayed,244
DEL03389,ORD03389,2,Delivered,162
DEL03390,ORD03390,10,Delivered,392
DEL03391,ORD03391,2,Delivered,230
DEL03392,ORD03392,14,Delivered,241
DEL03393,ORD03393,8,Delivered,79
DEL03394,ORD03394,9,Delivered,231
DEL03395,ORD03395,4,Delivered,178
DEL03396,ORD03396,9,Delayed,153
DEL03397,ORD03397,13,Delayed,335
DEL03398,ORD03398,6,Delivered,198
DEL03399,ORD03399,9,Delivered,236
DEL03400,ORD03400,5,Delayed,211
DEL03401,ORD03401,6,Delivered,380
DEL03402,ORD03402,7,Delayed,176
DEL03403,ORD03403,7,Delivered,127
DEL03404,ORD03404,6,Delivered,178
DEL03405,ORD03405,5,Delivered,153
DEL03406,ORD03406,13,Delayed,187
DEL03407,ORD03407,12,Delayed,245
DEL03408,ORD03408,2,Delivered,113
DEL03409,ORD03409,7,Delayed,133
DEL03410,ORD03410,11,Delayed,309
DEL03411,ORD03411,2,Delivered,130
DEL03412,ORD03412,6,Delayed,436
DEL03413,ORD03413,6,Delivered,247
DEL03414,ORD03414,7,Delivered,261
DEL03415,ORD03415,8,Delivered,186
DEL03416,ORD03416,9,Delivered,243
DEL03417,ORD03417,7,Delayed,225
DEL03418,ORD03418,11,Delayed,239
DEL03419,ORD03419,8,Delivered,70
DEL03420,ORD03420,5,Delivered,221
DEL03421,ORD03421,7,Delivered,273
DEL03422,ORD03422,8,Delivered,60
DEL03423,ORD03423,5,Delivered,57
DEL03424,ORD03424,14,Delayed,251
DEL03425,ORD03425,8,Delivered,187
DEL03426,ORD03426,7,Delayed,151
DEL03427,ORD03427,5,Delayed,426
DEL03428,ORD03428,5,Delivered,84
DEL03429,ORD03429,7,Delivered,136
DEL03430,ORD03430,5,Delivered,160
DEL03431,ORD03431,5,Delayed,339
DEL03432,ORD03432,14,Delayed,402
DEL03433,ORD03433,9,Delayed,386
DEL03434,ORD03434,10,Delivered,291
DEL03435,ORD03435,9,Delivered,183
DEL03436,ORD03436,6,Delivered,221
DEL03437,ORD03437,12,Delayed,372
DEL03438,ORD03438,14,Delivered,432
DEL03439,ORD03439,8,Delayed,434
DEL03440,ORD03440,3,Delivered,180
DEL03441,ORD03441,7,Delayed,99
DEL03442,ORD03442,12,Delayed,431
