order_item_id,order_id,product_id,seller_id,quantity
ITEM02770,ORD07367,PROD0494,SELL0098,1
ITEM02771,ORD04276,PROD0184,SELL0173,3
ITEM02772,ORD03147,PROD0214,SELL0096,2
ITEM02773,ORD03162,PROD0042,SELL0109,1
ITEM02774,ORD02549,PROD0352,SELL0039,1
ITEM02775,ORD09099,PROD0064,SELL0061,1
ITEM02776,ORD03554,PROD0278,SELL0251,4
ITEM02777,ORD03133,PROD0476,SELL0281,1
ITEM02778,ORD00551,PROD0485,SELL0229,4
ITEM02779,ORD09160,PROD0308,SELL0265,1
ITEM02780,ORD09362,PROD0354,SELL0207,4
ITEM02781,ORD00178,PROD0356,SELL0214,4
ITEM02782,ORD07043,PROD0261,SELL0260,3
ITEM02783,ORD03276,PROD0422,SELL0101,1
ITEM02784,ORD07104,PROD0165,SELL0017,2
ITEM02785,ORD03689,PROD0461,SELL0273,1
ITEM02786,ORD02948,PROD0252,SELL0072,3
ITEM02787,ORD09935,PROD0383,SELL0023,1
ITEM02788,ORD04415,PROD0028,SELL0185,3
ITEM02789,ORD03265,PROD0306,SELL0118,3
ITEM02790,ORD06171,PROD0494,SELL0265,3
ITEM02791,ORD07839,PROD0337,SELL0126,3
ITEM02792,ORD04066,PROD0304,SELL0163,2
ITEM02793,ORD07982,PROD0092,SELL0189,1
ITEM02794,ORD01481,PROD0420,SELL0173,2
ITEM02795,ORD06042,PROD0267,SELL0145,4
ITEM02796,ORD02504,PROD0444,SELL0010,1
ITEM02797,ORD03351,PROD0094,SELL0116,1
ITEM02798,ORD02661,PROD0006,SELL0058,2
ITEM02799,ORD06220,PROD0337,SELL0275,4
ITEM02800,ORD00992,PROD0433,SELL0057,4
ITEM02801,ORD03754,PROD0260,SELL0182,3
ITEM02802,ORD05968,PROD0187,SELL0182,1
ITEM02803,ORD05663,PROD0049,SELL0279,1
ITEM02804,ORD07643,PROD0435,SELL0193,1
ITEM02805,ORD04930,PROD0082,SELL0198,4
ITEM02806,ORD02271,PROD0152,SELL0157,2
ITEM02807,ORD06749,PROD0254,SELL0245,1
ITEM02808,ORD04214,PROD0323,SELL0046,1
ITEM02809,ORD00261,PROD0257,SELL0021,1
ITEM02810,ORD02928,PROD0330,SELL0202,3
ITEM02811,ORD01690,PROD0104,SELL0165,4
ITEM02812,ORD04238,PROD0433,SELL0270,3
ITEM02813,ORD06629,PROD0137,SELL0072,3
ITEM02814,ORD02459,PROD0252,SELL0174,2
ITEM02815,ORD01479,PROD0227,SELL0251,1
ITEM02816,ORD00110,PROD0186,SELL0119,4
ITEM02817,ORD02866,PROD0184,SELL0210,3
ITEM02818,ORD06307,PROD0115,SELL0107,4
ITEM02819,ORD03243,PROD0490,SELL0132,2
ITEM02820,ORD05037,PROD0280,SELL0284,1
ITEM02821,ORD00992,PROD0013,SELL0016,1
ITEM02822,ORD02761,PROD0129,SELL0091,1
ITEM02823,ORD01184,PROD0412,SELL0068,4
ITEM02824,ORD07573,PROD0193,SELL0015,4
ITEM02825,ORD06519,PROD0451,SELL0069,3
ITEM02826,ORD09539,PROD0190,SELL0242,4
ITEM02827,ORD04848,PROD0153,SELL0057,1
ITEM02828,ORD02119,PROD0375,SELL0258,3
ITEM02829,ORD08213,PROD0147,SELL0090,1
ITEM02830,ORD07931,PROD0499,SELL0090,4
ITEM02831,ORD04154,PROD0394,SELL0077,1
ITEM02832,ORD04198,PROD0029,SELL0148,4
ITEM02833,ORD09127,PROD0371,SELL0289,1
ITEM02834,ORD03320,PROD0222,SELL0246,1
ITEM02835,ORD07155,PROD0036,SELL0214,3
ITEM02836,ORD09637,PROD0343,SELL0258,1
ITEM02837,ORD02503,PROD0197,SELL0121,2
ITEM02838,ORD07397,PROD0451,SELL0158,1
ITEM02839,ORD05022,PROD0180,SELL0177,1
ITEM02840,ORD09676,PROD0239,SELL0123,2
ITEM02841,ORD03207,PROD0457,SELL0024,4
ITEM02842,ORD00761,PROD0114,SELL0264,2
ITEM02843,ORD04489,PROD0431,SELL0088,3
ITEM02844,ORD02554,PROD0255,SELL0031,3
ITEM02845,ORD07305,PROD0322,SELL0119,3
ITEM02846,ORD05016,PROD0466,SELL0157,4
ITEM02847,ORD03434,PROD0413,SELL0151,4
ITEM02848,ORD04275,PROD0247,SELL0132,4
ITEM02849,ORD05542,PROD0291,SELL0063,2
ITEM02850,ORD01616,PROD0043,SELL0008,1
ITEM02851,ORD06101,PROD0066,SELL0085,1
ITEM02852,ORD08703,PROD0048,SELL0180,3
ITEM02853,ORD08857,PROD0273,SELL0037,2
ITEM02854,ORD03202,PROD0218,SELL0288,4
ITEM02855,ORD06295,PROD0017,SELL0261,2
ITEM02856,ORD03805,PROD0076,SELL0122,3
ITEM02857,ORD01657,PROD0037,SELL0127,3
ITEM02858,ORD02705,PROD0089,SELL0166,3
ITEM02859,ORD09427,PROD0350,SELL0147,3
ITEM02860,ORD07367,PROD0010,SELL0108,1
ITEM02861,ORD07695,PROD0206,SELL0280,1
ITEM02862,ORD00917,PROD0420,SELL0045,2
ITEM02863,ORD02595,PROD0143,SELL0241,1
ITEM02864,ORD07880,PROD0097,SELL0030,1
ITEM02865,ORD04793,PROD0041,SELL0143,2
ITEM02866,ORD03651,PROD0225,SELL0184,4
ITEM02867,ORD04518,PROD0363,SELL0176,3
ITEM02868,ORD06130,PROD0443,SELL0063,4
ITEM02869,ORD03798,PROD0388,SELL0100,1
ITEM02870,ORD01101,PROD0209,SELL0174,3
ITEM02871,ORD08320,PROD0234,SELL0201,3
ITEM02872,ORD07352,PROD0272,SELL0047,3
ITEM02873,ORD09232,PROD0038,SELL0216,4
ITEM02874,ORD05787,PROD0172,SELL0048,4
ITEM02875,ORD02377,PROD0401,SELL0286,4
ITEM02876,ORD04106,PROD0079,SELL0040,2
ITEM02877,ORD07114,PROD0028,SELL0059,4
ITEM02878,ORD01525,PROD0156,SELL0248,2
ITEM02879,ORD02844,PROD0418,SELL0065,3
ITEM02880,ORD05418,PROD0103,SELL0051,4
ITEM02881,ORD05200,PROD0042,SELL0197,3
ITEM02882,ORD04762,PROD0450,SELL0051,1
ITEM02883,ORD05463,PROD0138,SELL0006,1
ITEM02884,ORD08504,PROD0167,SELL0116,1
ITEM02885,ORD09919,PROD0140,SELL0082,1
ITEM02886,ORD07639,PROD0390,SELL0204,1
ITEM02887,ORD09687,PROD0020,SELL0238,4
ITEM02888,ORD05393,PROD0379,SELL0295,1
ITEM02889,ORD03706,PROD0052,SELL0054,4
ITEM02890,ORD00362,PROD0500,SELL0268,4
ITEM02891,ORD08509,PROD0380,SELL0040,3
ITEM02892,ORD07335,PROD0466,SELL0134,1
ITEM02893,ORD06919,PROD0434,SELL0249,1
ITEM02894,ORD06941,PROD0452,SELL0165,4
ITEM02895,ORD07736,PROD0026,SELL0295,4
ITEM02896,ORD07052,PROD0253,SELL0280,3
ITEM02897,ORD01938,PROD0375,SELL0218,2
ITEM02898,ORD00379,PROD0104,SELL0286,3
ITEM02899,ORD02392,PROD0336,SELL0265,3
ITEM02900,ORD07670,PROD0314,SELL0154,1
ITEM02901,ORD01082,PROD0446,SELL0173,3
ITEM02902,ORD01367,PROD0342,SELL0189,1
ITEM02903,ORD06537,PROD0264,SELL0300,3
ITEM02904,ORD01466,PROD0055,SELL0279,1
ITEM02905,ORD01319,PROD0195,SELL0251,4
ITEM02906,ORD03272,PROD0140,SELL0262,1
ITEM02907,ORD09167,PROD0397,SELL0165,1
ITEM02908,ORD04136,PROD0315,SELL0207,4
ITEM02909,ORD07419,PROD0192,SELL0235,1
ITEM02910,ORD06237,PROD0293,SELL0163,3
ITEM02911,ORD00398,PROD0072,SELL0099,1
ITEM02912,ORD03290,PROD0390,SELL0148,2
ITEM02913,ORD06308,PROD0287,SELL0101,4
ITEM02914,ORD09631,PROD0317,SELL0177,4
ITEM02915,ORD01558,PROD0495,SELL0113,3
ITEM02916,ORD07602,PROD0012,SELL0024,1
ITEM02917,ORD06922,PROD0281,SELL0150,3
ITEM02918,ORD01077,PROD0321,SELL0075,2
ITEM02919,ORD04439,PROD0453,SELL0032,2
ITEM02920,ORD03624,PROD0266,SELL0228,2
ITEM02921,ORD00725,PROD0104,SELL0276,1
ITEM02922,ORD04842,PROD0375,SELL0239,4
ITEM02923,ORD00842,PROD0141,SELL0002,4
ITEM02924,ORD03015,PROD0378,SELL0217,2
ITEM02925,ORD09229,PROD0493,SELL0083,2
ITEM02926,ORD05727,PROD0400,SELL0291,3
ITEM02927,ORD03327,PROD0227,SELL0219,2
ITEM02928,ORD01947,PROD0439,SELL0003,3
ITEM02929,ORD03266,PROD0093,SELL0228,2
ITEM02930,ORD07200,PROD0411,SELL0070,1
ITEM02931,ORD07086,PROD0204,SELL0238,3
ITEM02932,ORD04493,PROD0451,SELL0298,1
ITEM02933,ORD05961,PROD0481,SELL0296,4
ITEM02934,ORD03505,PROD0494,SELL0009,2
ITEM02935,ORD07485,PROD0166,SELL0124,4
ITEM02936,ORD04185,PROD0192,SELL0032,2
ITEM02937,ORD00066,PROD0368,SELL0206,2
ITEM02938,ORD09236,PROD0134,SELL0265,1
ITEM02939,ORD07244,PROD0473,SELL0027,3
ITEM02940,ORD09486,PROD0353,SELL0215,4
ITEM02941,ORD02441,PROD0299,SELL0153,2
ITEM02942,ORD07307,PROD0369,SELL0044,1
ITEM02943,ORD07030,PROD0465,SELL0109,4
ITEM02944,ORD08570,PROD0400,SELL0015,1
ITEM02945,ORD04414,PROD0387,SELL0230,2
ITEM02946,ORD00026,PROD0086,SELL0272,2
ITEM02947,ORD03500,PROD0297,SELL0227,4
ITEM02948,ORD00045,PROD0393,SELL0288,4
ITEM02949,ORD07801,PROD0020,SELL0036,3
ITEM02950,ORD02756,PROD0458,SELL0154,2
ITEM02951,ORD04383,PROD0146,SELL0128,1
ITEM02952,ORD00728,PROD0473,SELL0065,2
ITEM02953,ORD02338,PROD0049,SELL0012,2
ITEM02954,ORD06619,PROD0242,SELL0136,1
ITEM02955,ORD00583,PROD0302,SELL0095,3
ITEM02956,ORD04318,PROD0076,SELL0255,1
ITEM02957,ORD09654,PROD0264,SELL0111,1
ITEM02958,ORD08423,PROD0438,SELL0063,1
ITEM02959,ORD03886,PROD0398,SELL0143,2
ITEM02960,ORD00481,PROD0469,SELL0234,1
ITEM02961,ORD04945,PROD0422,SELL0278,2
ITEM02962,ORD00687,PROD0478,SELL0170,3
ITEM02963,ORD05657,PROD0013,SELL0282,2
ITEM02964,ORD08095,PROD0327,SELL0184,4
ITEM02965,ORD08495,PROD0189,SELL0284,1
ITEM02966,ORD09748,PROD0492,SELL0253,3
ITEM02967,ORD08295,PROD0283,SELL0154,4
ITEM02968,ORD07199,PROD0133,SELL0280,2
ITEM02969,ORD02798,PROD0098,SELL0088,4
ITEM02970,ORD04162,PROD0085,SELL0172,1
ITEM02971,ORD04961,PROD0209,SELL0143,4
ITEM02972,ORD01534,PROD0478,SELL0249,3
ITEM02973,ORD02273,PROD0199,SELL0186,3
ITEM02974,ORD00876,PROD0496,SELL0209,4
ITEM02975,ORD01391,PROD0468,SELL0077,3
ITEM02976,ORD05652,PROD0014,SELL0043,1
ITEM02977,ORD07094,PROD0343,SELL0020,1
ITEM02978,ORD02572,PROD0410,SELL0139,1
ITEM02979,ORD09086,PROD0054,SELL0052,4
ITEM02980,ORD00865,PROD0234,SELL0204,2
ITEM02981,ORD01659,PROD0012,SELL0300,4
ITEM02982,ORD02671,PROD0210,SELL0093,1
ITEM02983,ORD06172,PROD0288,SELL0139,4
ITEM02984,ORD02960,PROD0375,SELL0010,2
ITEM02985,ORD00773,PROD0195,SELL0100,1
ITEM02986,ORD05112,PROD0035,SELL0018,2
ITEM02987,ORD04608,PROD0132,SELL0110,2
ITEM02988,ORD09587,PROD0183,SELL0153,1
ITEM02989,ORD05637,PROD0409,SELL0224,4
ITEM02990,ORD04676,PROD0076,SELL0294,4
ITEM02991,ORD02022,PROD0363,SELL0252,2
ITEM02992,ORD04540,PROD0406,SELL0235,2
ITEM02993,ORD08063,PROD0346,SELL0107,1
ITEM02994,ORD08599,PROD0442,SELL0285,4
ITEM02995,ORD00608,PROD0223,SELL0025,3
ITEM02996,ORD04379,PROD0200,SELL0073,1
ITEM02997,ORD03454,PROD0227,SELL0145,3
ITEM02998,ORD05798,PROD0244,SELL0038,1
ITEM02999,ORD07150,PROD0349,SELL0245,2
ITEM03000,ORD04614,PROD0358,SELL0076,1
ITEM03001,ORD04166,PROD0075,SELL0047,1
ITEM03002,ORD04562,PROD0013,SELL0238,1
ITEM03003,ORD03785,PROD0495,SELL0224,4
ITEM03004,ORD05119,PROD0306,SELL0068,1
ITEM03005,ORD08104,PROD0030,SELL0099,2
ITEM03006,ORD09236,PROD0150,SELL0089,4
ITEM03007,ORD01877,PROD0436,SELL0113,3
ITEM03008,ORD02343,PROD0153,SELL0251,1
ITEM03009,ORD06818,PROD0342,SELL0153,2
ITEM03010,ORD02101,PROD0426,SELL0066,3
ITEM03011,ORD07293,PROD0409,SELL0050,4
ITEM03012,ORD04765,PROD0026,SELL0015,3
ITEM03013,ORD08209,PROD0464,SELL0293,3
ITEM03014,ORD02672,PROD0135,SELL0061,3
ITEM03015,ORD03639,PROD0327,SELL0144,3
ITEM03016,ORD07028,PROD0158,SELL0210,4
ITEM03017,ORD03576,PROD0310,SELL0247,1
ITEM03018,ORD08202,PROD0022,SELL0047,2
ITEM03019,ORD00732,PROD0198,SELL0107,2
ITEM03020,ORD05798,PROD0479,SELL0253,3
ITEM03021,ORD09475,PROD0314,SELL0245,3
ITEM03022,ORD09792,PROD0240,SELL0162,4
ITEM03023,ORD07547,PROD0183,SELL0215,3
ITEM03024,ORD06205,PROD0338,SELL0217,4
ITEM03025,ORD06179,PROD0204,SELL0226,3
ITEM03026,ORD09422,PROD0366,SELL0048,2
ITEM03027,ORD04960,PROD0360,SELL0262,1
ITEM03028,ORD06439,PROD0470,SELL0300,3
ITEM03029,ORD00199,PROD0109,SELL0086,3
ITEM03030,ORD02324,PROD0083,SELL0057,4
ITEM03031,ORD04192,PROD0381,SELL0181,2
ITEM03032,ORD02225,PROD0447,SELL0146,3
ITEM03033,ORD02183,PROD0062,SELL0157,4
ITEM03034,ORD01558,PROD0007,SELL0009,3
ITEM03035,ORD09375,PROD0264,SELL0099,3
ITEM03036,ORD00703,PROD0429,SELL0028,3
ITEM03037,ORD08229,PROD0052,SELL0288,2
ITEM03038,ORD06922,PROD0188,SELL0039,3
ITEM03039,ORD06559,PROD0298,SELL0030,3
ITEM03040,ORD09755,PROD0342,SELL0044,2
ITEM03041,ORD07886,PROD0212,SELL0181,2
ITEM03042,ORD07493,PROD0296,SELL0017,1
ITEM03043,ORD05257,PROD0235,SELL0276,2
ITEM03044,ORD04187,PROD0047,SELL0009,1
ITEM03045,ORD08159,PROD0184,SELL0019,3
ITEM03046,ORD00966,PROD0337,SELL0109,3
ITEM03047,ORD04463,PROD0463,SELL0191,1
ITEM03048,ORD03433,PROD0467,SELL0221,3
ITEM03049,ORD00613,PROD0065,SELL0153,2
ITEM03050,ORD02446,PROD0353,SELL0023,3
ITEM03051,ORD09597,PROD0165,SELL0002,2
ITEM03052,ORD01633,PROD0075,SELL0050,3
ITEM03053,ORD05520,PROD0467,SELL0294,3
ITEM03054,ORD09416,PROD0315,SELL0189,2
ITEM03055,ORD04391,PROD0036,SELL0225,1
ITEM03056,ORD07101,PROD0201,SELL0174,3
ITEM03057,ORD03551,PROD0195,SELL0024,1
ITEM03058,ORD08944,PROD0045,SELL0056,4
ITEM03059,ORD00005,PROD0105,SELL0067,1
ITEM03060,ORD04078,PROD0078,SELL0182,2
ITEM03061,ORD08804,PROD0103,SELL0204,1
ITEM03062,ORD04702,PROD0137,SELL0063,4
ITEM03063,ORD09496,PROD0080,SELL0037,4
ITEM03064,ORD05537,PROD0038,SELL0160,1
ITEM03065,ORD01036,PROD0051,SELL0151,4
ITEM03066,ORD09061,PROD0256,SELL0092,4
ITEM03067,ORD01893,PROD0061,SELL0253,2
ITEM03068,ORD07836,PROD0008,SELL0089,1
ITEM03069,ORD06143,PROD0107,SELL0280,3
ITEM03070,ORD05736,PROD0022,SELL0105,3
ITEM03071,ORD05338,PROD0322,SELL0300,4
ITEM03072,ORD07560,PROD0115,SELL0046,2
ITEM03073,ORD01758,PROD0078,SELL0061,2
ITEM03074,ORD01221,PROD0497,SELL0095,3
ITEM03075,ORD03242,PROD0131,SELL0196,4
ITEM03076,ORD06361,PROD0066,SELL0057,2
ITEM03077,ORD06180,PROD0499,SELL0092,1
ITEM03078,ORD05483,PROD0117,SELL0142,3
ITEM03079,ORD00238,PROD0391,SELL0197,1
ITEM03080,ORD01260,PROD0430,SELL0150,4
ITEM03081,ORD01849,PROD0357,SELL0068,1
ITEM03082,ORD05624,PROD0368,SELL0284,3
ITEM03083,ORD09765,PROD0286,SELL0145,3
ITEM03084,ORD07402,PROD0191,SELL0113,2
ITEM03085,ORD06975,PROD0465,SELL0032,1
ITEM03086,ORD07857,PROD0152,SELL0265,1
ITEM03087,ORD03311,PROD0436,SELL0097,3
ITEM03088,ORD03860,PROD0109,SELL0126,4
ITEM03089,ORD04511,PROD0033,SELL0227,3
ITEM03090,ORD01820,PROD0257,SELL0016,1
ITEM03091,ORD07346,PROD0340,SELL0180,4
ITEM03092,ORD06022,PROD0275,SELL0073,3
ITEM03093,ORD05373,PROD0134,SELL0262,2
ITEM03094,ORD08295,PROD0219,SELL0286,4
ITEM03095,ORD01446,PROD0073,SELL0102,3
ITEM03096,ORD08540,PROD0250,SELL0002,3
ITEM03097,ORD00075,PROD0246,SELL0106,1
ITEM03098,ORD09772,PROD0032,SELL0247,2
ITEM03099,ORD09268,PROD0129,SELL0271,3
ITEM03100,ORD06331,PROD0408,SELL0128,4
ITEM03101,ORD06981,PROD0207,SELL0227,2
ITEM03102,ORD01603,PROD0468,SELL0110,4
ITEM03103,ORD02925,PROD0354,SELL0266,4
ITEM03104,ORD04048,PROD0105,SELL0279,4
ITEM03105,ORD05473,PROD0158,SELL0251,1
ITEM03106,ORD01933,PROD0343,SELL0041,2
ITEM03107,ORD01369,PROD0148,SELL0101,3
ITEM03108,ORD09960,PROD0423,SELL0098,2
ITEM03109,ORD09340,PROD0133,SELL0083,4
ITEM03110,ORD02789,PROD0263,SELL0077,1
ITEM03111,ORD05755,PROD0453,SELL0214,3
ITEM03112,ORD06258,PROD0008,SELL0151,1
ITEM03113,ORD02878,PROD0285,SELL0238,3
ITEM03114,ORD04998,PROD0236,SELL0238,1
ITEM03115,ORD06302,PROD0144,SELL0278,1
ITEM03116,ORD03370,PROD0123,SELL0173,4
ITEM03117,ORD08561,PROD0500,SELL0082,2
ITEM03118,ORD04394,PROD0443,SELL0146,2
ITEM03119,ORD03798,PROD0456,SELL0167,1
ITEM03120,ORD06651,PROD0280,SELL0265,3
ITEM03121,ORD03528,PROD0388,SELL0127,2
ITEM03122,ORD06380,PROD0014,SELL0201,2
ITEM03123,ORD06919,PROD0101,SELL0278,2
ITEM03124,ORD03771,PROD0318,SELL0057,2
ITEM03125,ORD09590,PROD0152,SELL0241,4
ITEM03126,ORD04565,PROD0182,SELL0132,3
ITEM03127,ORD06876,PROD0367,SELL0008,2
ITEM03128,ORD01996,PROD0333,SELL0278,4
ITEM03129,ORD08264,PROD0460,SELL0198,3
ITEM03130,ORD09544,PROD0094,SELL0244,3
ITEM03131,ORD08458,PROD0059,SELL0091,4
ITEM03132,ORD04831,PROD0165,SELL0146,2
ITEM03133,ORD07547,PROD0254,SELL0064,3
ITEM03134,ORD09901,PROD0042,SELL0063,3
ITEM03135,ORD01813,PROD0425,SELL0117,4
ITEM03136,ORD04875,PROD0159,SELL0229,4
ITEM03137,ORD02635,PROD0297,SELL0050,1
ITEM03138,ORD08887,PROD0258,SELL0146,3
ITEM03139,ORD00711,PROD0376,SELL0060,3
ITEM03140,ORD07327,PROD0400,SELL0001,2
ITEM03141,ORD03262,PROD0046,SELL0194,1
ITEM03142,ORD07730,PROD0333,SELL0074,3
ITEM03143,ORD08389,PROD0439,SELL0280,2
ITEM03144,ORD08457,PROD0133,SELL0135,2
ITEM03145,ORD07245,PROD0499,SELL0061,1
ITEM03146,ORD04336,PROD0185,SELL0167,1
ITEM03147,ORD02880,PROD0475,SELL0278,3
ITEM03148,ORD01899,PROD0083,SELL0056,4
ITEM03149,ORD05011,PROD0385,SELL0158,4
ITEM03150,ORD06132,PROD0491,SELL0217,2
ITEM03151,ORD06415,PROD0176,SELL0064,2
ITEM03152,ORD07689,PROD0013,SELL0156,4
ITEM03153,ORD00692,PROD0364,SELL0084,2
ITEM03154,ORD07425,PROD0391,SELL0064,2
ITEM03155,ORD05944,PROD0012,SELL0193,2
ITEM03156,ORD01819,PROD0376,SELL0071,1
ITEM03157,ORD03589,PROD0439,SELL0189,1
ITEM03158,ORD03937,PROD0499,SELL0228,3
ITEM03159,ORD01360,PROD0319,SELL0222,2
ITEM03160,ORD04325,PROD0192,SELL0077,3
ITEM03161,ORD00513,PROD0188,SELL0186,4
ITEM03162,ORD02847,PROD0120,SELL0186,1
ITEM03163,ORD09312,PROD0342,SELL0263,3
ITEM03164,ORD05867,PROD0081,SELL0087,2
ITEM03165,ORD07191,PROD0248,SELL0018,2
ITEM03166,ORD05980,PROD0323,SELL0300,3
ITEM03167,ORD05819,PROD0287,SELL0164,3
ITEM03168,ORD04668,PROD0070,SELL0081,1
ITEM03169,ORD05266,PROD0151,SELL0258,4
ITEM03170,ORD02913,PROD0431,SELL0296,1
ITEM03171,ORD03045,PROD0308,SELL0259,4
ITEM03172,ORD07339,PROD0123,SELL0128,3
ITEM03173,ORD03862,PROD0234,SELL0015,4
ITEM03174,ORD03531,PROD0075,SELL0106,1
ITEM03175,ORD00058,PROD0321,SELL0039,4
ITEM03176,ORD01402,PROD0312,SELL0182,3
ITEM03177,ORD07816,PROD0407,SELL0221,2
ITEM03178,ORD02173,PROD0305,SELL0192,1
ITEM03179,ORD06439,PROD0438,SELL0212,2
ITEM03180,ORD01157,PROD0449,SELL0179,4
ITEM03181,ORD07746,PROD0139,SELL0286,4
ITEM03182,ORD03362,PROD0255,SELL0145,4
ITEM03183,ORD00835,PROD0122,SELL0009,2
ITEM03184,ORD06781,PROD0202,SELL0125,4
ITEM03185,ORD00884,PROD0066,SELL0198,4
ITEM03186,ORD01910,PROD0349,SELL0234,3
ITEM03187,ORD08236,PROD0133,SELL0011,3
ITEM03188,ORD03710,PROD0496,SELL0035,4
ITEM03189,ORD05440,PROD0280,SELL0167,2
ITEM03190,ORD03054,PROD0260,SELL0264,4
ITEM03191,ORD06395,PROD0376,SELL0064,4
ITEM03192,ORD02571,PROD0237,SELL0140,4
ITEM03193,ORD00950,PROD0006,SELL0126,3
ITEM03194,ORD01473,PROD0001,SELL0192,2
ITEM03195,ORD08654,PROD0231,SELL0015,2
ITEM03196,ORD06112,PROD0046,SELL0245,1
ITEM03197,ORD09649,PROD0302,SELL0138,4
ITEM03198,ORD04228,PROD0174,SELL0008,1
ITEM03199,ORD09894,PROD0245,SELL0026,4
ITEM03200,ORD04381,PROD0486,SELL0133,1
ITEM03201,ORD07746,PROD0338,SELL0037,2
ITEM03202,ORD05249,PROD0118,SELL0148,4
ITEM03203,ORD01743,PROD0050,SELL0167,3
ITEM03204,ORD05479,PROD0094,SELL0134,1
ITEM03205,ORD02253,PROD0486,SELL0225,2
ITEM03206,ORD00882,PROD0059,SELL0186,1
ITEM03207,ORD01877,PROD0118,SELL0016,2
ITEM03208,ORD09741,PROD0180,SELL0098,1
ITEM03209,ORD01222,PROD0394,SELL0223,3
ITEM03210,ORD02022,PROD0181,SELL0066,2
ITEM03211,ORD03361,PROD0135,SELL0168,1
ITEM03212,ORD09020,PROD0290,SELL0217,1
ITEM03213,ORD07869,PROD0402,SELL0039,2
ITEM03214,ORD08000,PROD0440,SELL0197,4
ITEM03215,ORD07661,PROD0007,SELL0288,1
ITEM03216,ORD06293,PROD0391,SELL0006,4
ITEM03217,ORD00869,PROD0476,SELL0176,1
ITEM03218,ORD06878,PROD0149,SELL0015,3
ITEM03219,ORD01565,PROD0046,SELL0277,2
ITEM03220,ORD02917,PROD0283,SELL0142,1
ITEM03221,ORD01594,PROD0338,SELL0151,3
ITEM03222,ORD00667,PROD0233,SELL0011,3
ITEM03223,ORD03312,PROD0468,SELL0265,2
ITEM03224,ORD05264,PROD0116,SELL0052,4
ITEM03225,ORD03116,PROD0379,SELL0075,3
ITEM03226,ORD07099,PROD0056,SELL0180,3
ITEM03227,ORD02561,PROD0080,SELL0149,1
ITEM03228,ORD01094,PROD0128,SELL0134,1
ITEM03229,ORD04810,PROD0450,SELL0283,1
ITEM03230,ORD02267,PROD0213,SELL0282,2
ITEM03231,ORD06303,PROD0190,SELL0277,2
ITEM03232,ORD05374,PROD0485,SELL0090,4
ITEM03233,ORD03930,PROD0275,SELL0105,4
ITEM03234,ORD08202,PROD0280,SELL0166,4
ITEM03235,ORD00441,PROD0367,SELL0210,3
ITEM03236,ORD05326,PROD0387,SELL0208,3
ITEM03237,ORD07194,PROD0027,SELL0111,1
ITEM03238,ORD06141,PROD0252,SELL0291,4
ITEM03239,ORD05414,PROD0290,SELL0054,2
ITEM03240,ORD04000,PROD0305,SELL0130,3
ITEM03241,ORD09960,PROD0131,SELL0112,1
ITEM03242,ORD07585,PROD0334,SELL0284,3
ITEM03243,ORD05389,PROD0233,SELL0258,3
ITEM03244,ORD04104,PROD0306,SELL0032,2
ITEM03245,ORD03832,PROD0030,SELL0246,4
ITEM03246,ORD01877,PROD0450,SELL0159,4
ITEM03247,ORD05405,PROD0472,SELL0017,2
ITEM03248,ORD09113,PROD0217,SELL0007,1
ITEM03249,ORD01250,PROD0260,SELL0128,4
ITEM03250,ORD06695,PROD0428,SELL0035,1
ITEM03251,ORD08368,PROD0038,SELL0280,1
ITEM03252,ORD03589,PROD0243,SELL0271,1
ITEM03253,ORD01844,PROD0057,SELL0023,3
ITEM03254,ORD07521,PROD0002,SELL0261,3
ITEM03255,ORD04541,PROD0358,SELL0130,3
ITEM03256,ORD05177,PROD0439,SELL0118,2
ITEM03257,ORD05720,PROD0208,SELL0241,2
ITEM03258,ORD01465,PROD0499,SELL0033,3
ITEM03259,ORD01243,PROD0491,SELL0045,1
ITEM03260,ORD09311,PROD0140,SELL0186,2
ITEM03261,ORD06587,PROD0182,SELL0269,2
ITEM03262,ORD01161,PROD0209,SELL0175,3
ITEM03263,ORD01451,PROD0154,SELL0223,2
ITEM03264,ORD00180,PROD0436,SELL0001,1
ITEM03265,ORD08735,PROD0263,SELL0278,4
ITEM03266,ORD06904,PROD0153,SELL0055,3
ITEM03267,ORD03932,PROD0235,SELL0228,2
ITEM03268,ORD02624,PROD0092,SELL0260,3
ITEM03269,ORD05341,PROD0483,SELL0220,2
ITEM03270,ORD01281,PROD0431,SELL0143,2
ITEM03271,ORD05817,PROD0148,SELL0275,1
ITEM03272,ORD00736,PROD0370,SELL0253,2
ITEM03273,ORD02345,PROD0238,SELL0214,1
ITEM03274,ORD09681,PROD0346,SELL0021,2
ITEM03275,ORD07333,PROD0491,SELL0242,4
ITEM03276,ORD04048,PROD0046,SELL0050,1
ITEM03277,ORD02786,PROD0419,SELL0164,2
ITEM03278,ORD07449,PROD0338,SELL0164,2
ITEM03279,ORD03415,PROD0170,SELL0279,3
ITEM03280,ORD01873,PROD0356,SELL0178,1
ITEM03281,ORD04844,PROD0295,SELL0141,1
ITEM03282,ORD00328,PROD0254,SELL0136,4
ITEM03283,ORD07750,PROD0069,SELL0117,4
ITEM03284,ORD08549,PROD0275,SELL0042,1
ITEM03285,ORD08599,PROD0496,SELL0259,2
ITEM03286,ORD01578,PROD0388,SELL0025,4
